,listing_id,closest_school,dist_closest_school,ave_dist_3_schools
3920,16077321,St Augustine's School,519.2988743608137,831.3152782623665
3921,16077320,St Joseph's Flexible Learning Centre,310.7484259380088,379.71029236891314
3922,15243323,Footscray City College,304.66092340952065,536.4356934339517
3923,16077319,St Columba's School,578.2276393004524,914.4935948255346
3924,16077314,Our Lady of the Assumption School,401.8683038253456,855.6090008435662
3925,16056451,St Anne's School,700.0649238643608,887.5159505817592
3926,16077313,Cheshire School,310.11816780076987,723.3386449125502
3927,16077312,Greensborough Secondary College,92.9258757642738,365.34280583445144
3928,16077304,Delacombe Primary School,1083.4698397974244,1359.614889230526
3929,16077303,Holy Name School,93.16934282423824,710.1301384111621
3930,16077302,St Kilda Primary School,636.1833376915714,839.7768742524435
3931,16077301,Kamaruka - Primary Campus,509.5595378417327,628.7553528107231
3932,8550073,St Joseph's Flexible Learning Centre,469.91628978269705,560.678008377837
3933,16077298,Tarneit Rise Primary School,1787.6641894480165,1975.8882159136162
3934,16077297,Bethany Catholic Primary School,981.1635419877656,1228.600670241732
3935,16077293,St Anthony's School,1591.1139622618164,1687.2573694007485
3936,16077289,Antonine College - Cedar Campus,499.8595666285016,758.40193894191
3937,16077290,Antonine College - Cedar Campus,499.8595666285016,758.40193894191
3938,16077285,Preston Primary School,628.2931346603372,825.6805323555074
3939,16077284,Melbourne Montessori School - Brighton East Campus,402.1680161600687,624.296361194684
3940,16077280,St Augustine's School,745.4280071804593,931.6850076497035
3941,16077277,Reservoir Views Primary School,983.073703061038,1215.995163579203
3942,16064262,Yesodei HaTorah College,255.56600879104985,684.1009090291196
3943,16077265,Catholic College Sale - Sale Sion Campus,390.2921392404608,651.7726451192773
3944,16077263,Nelson Park School,570.975097849179,653.3322102512175
3945,16077258,Drysdale Primary School,655.0271796561276,824.4829259520767
3946,15226705,Ozford College - Ozford College Campus,189.46991039549337,236.4216110560102
3947,14025729,St Kilda Primary School,783.8301844542173,823.7033866188934
3948,16077256,Newport Lakes Primary School,170.45924726285162,554.0869327213543
3949,8645352,St Joseph's Flexible Learning Centre,469.91628978269705,560.678008377837
3950,16077255,Antonine College - Cedar Campus,499.8595666285016,758.40193894191
3951,14948872,Hume Anglican Grammar - Donnybrook Campus,2947.205657956868,4014.8223185719276
3952,16077254,Antonine College - Cedar Campus,499.8595666285016,758.40193894191
3953,16077253,Antonine College - Cedar Campus,499.8595666285016,758.40193894191
3954,16077238,SEDA College (Victoria) - Melbourne City Talented Player Program - Kensington,875.7698859476503,1013.2884073119043
3955,16077236,Springside Primary School,4377.223521598068,4426.6450459955495
3956,16077226,Camberwell Primary School,314.4200277892496,606.0007824656044
3957,16077222,St Monica's Primary School,438.4162517648814,502.4815603699147
3958,16077217,Berwick Chase Primary School,983.08825825651,1102.8051072277694
3959,16077216,Glen Huntly Primary School,326.6858736543336,547.2729788050589
3960,16077214,Galilee Regional Catholic Primary School,130.60854046310874,623.3720945867614
3961,15980321,Brunswick Secondary College,570.8222987124637,938.6752221151595
3962,16077210,Stott's Colleges,422.9804339503798,528.9266727224516
3963,16077208,Parktone Primary School,756.339751348338,884.0636881968203
3964,16077207,St Margaret's Primary School,213.3335255920644,944.764878838915
3965,16077200,St Martin de Porres School,523.900984114043,976.6859459286374
3966,16077197,Maharishi School of the Age of Enlightenment,734.161262983132,820.5189208630903
3967,16077190,Glen Iris Primary School,360.4178845247707,771.2019832869124
3968,16077188,Yarraman Oaks Primary School,476.2377608999626,664.1308875831793
3969,16077186,Brunswick East Primary School,239.6349761953215,632.3651911069783
3970,16077185,Mildura West Primary School,221.6453788335993,587.9366123127288
3971,16077179,Mandama Primary School,688.0957466361183,830.2566139925057
3972,16077180,Kardinia International College,435.8054693054586,462.7522629153197
3973,16077178,OneSchool Global Vic - Geelong Campus,606.8392439978942,1087.8109280077967
3974,16077174,St Joseph's School,187.2739841797961,360.1628872187251
3975,16077173,Kamaruka - Primary Campus,419.10114745144136,431.0598017485889
3976,16077169,St Joseph's College Mildura - Mercy Campus,884.7122690168833,1242.7932725805979
3977,16077168,Weeden Heights Primary School,308.870866553639,493.1839105414526
3978,16077159,St Joseph's Flexible Learning Centre,336.86485879069426,398.03807799016
3979,16077150,St Margaret Mary's School,847.4037459500965,924.9860068819149
3980,16077149,Yarraville West Primary School,650.3424373892965,797.0985603195572
3981,16077142,St John Bosco's School,913.1970130990868,1061.56038614466
3982,15235651,Brighton Primary School,428.3965558669918,495.8373483679693
3983,16077138,Edgars Creek Primary School,1020.427896111677,1340.9193048228653
3984,16077137,Cheder Levi Yitzchok Inc,399.6444067951736,509.119015534218
3985,16047761,Kamaruka - Primary Campus,735.5117626886962,797.9532566630772
3986,11290245,St Kilda Park Primary School,280.6182722817179,580.5473254613553
3987,16077133,Docklands Primary School,119.31839857383132,710.6971551914754
3988,16077128,Bonbeach Primary School,436.2996669262621,1280.300790518958
3989,16066884,St Brigid's College,585.175632231936,777.3072215330761
3990,16015935,Burwood East Special Developmental School,566.1226291309044,1074.5498396808334
3991,16077119,Courtenay Gardens Primary School,565.2742899764398,760.6266328013861
3992,16077116,Methodist Ladies' College,280.76124727991123,546.4513478592175
3993,16077108,Saltwater P-9 College,480.0546761764744,653.2216196134356
3994,16077103,Iona College Geelong,1266.6643688536244,1711.1216947416053
3995,16077095,Wallarano Primary School,249.7670842587804,778.1732841920739
3996,16077092,Stott's Colleges,410.4973660394819,535.6892691344677
3997,16077089,Mornington Primary School,689.257217685484,1092.5968658561117
3998,16077073,SEDA College (Victoria) - BVNV Geelong,392.2022748407875,1182.5199803186288
3999,16077070,SEDA College (Victoria) - Multi Geelong,392.5825978783355,550.3972980972562
4000,16077068,Good Shepherd School,263.7195036232864,607.6850592336336
4001,16077066,Wantirna Primary School,185.90511407138425,931.5293054504467
4002,16077065,Albert Park College-Environmental Arts Hub,131.5538427501822,488.82593997728713
4003,16077059,Fountain Gate Primary School,1467.4942192332803,1754.5492288017688
4004,16077047,Penola Catholic College - Glenroy Campus,237.24774463806017,624.1248580432605
4005,16077045,St Augustine's School,285.16704855463604,560.4362659665469
4006,16077044,Geelong High School,238.4817208336799,789.0401617067138
4007,16077041,Siena Catholic Primary School,740.0353141325475,1432.5671992989573
4008,16077036,Weeroona College Bendigo,676.3280571066116,882.4364615539181
4009,16077031,Belle Vue Primary School,269.0506678577884,885.5650554483026
4010,16077030,Wesley College - St Kilda Road Junior Campus,397.0782554941254,582.0252281799419
4011,16077028,Penola Catholic College - Glenroy Campus,343.2762067007131,883.0713724560877
4012,16077021,Ballam Park Primary School,481.6335397275014,616.3882410128299
4013,16077020,Hester Hornbrook Academy,443.5359616134288,486.9162950473503
4014,16077019,Timbarra P-9 College,483.16832748736016,1076.1746504229122
4015,16077013,Springside Primary School,3128.2551095130657,3210.072035559102
4016,16077011,Roberts McCubbin Primary School,671.438414327528,777.4320916366651
4017,16077010,SEDA College (Victoria) - AFL Traralgon & Multi 2 Traralgon,2036.7031238293648,2126.560880774229
4018,16077009,Mount Waverley Primary School,317.88267102295566,621.7919743026242
4019,16077007,St Dominic's School,704.7050284172168,816.3156835759572
4020,16077006,Abbotsford Primary School,357.55547627548066,598.5508759860077
4021,16077004,St Brendan's School,404.8136244388088,574.9299471599346
4022,16077001,Westbreen Primary School,409.97406719618834,636.446951594501
4023,16077000,Prahran High School,658.5142005924029,739.5216846806484
4024,16076999,Vermont Primary School,415.4687877477692,776.8241566062235
4025,16076994,Bonbeach Primary School,571.3003001613008,1336.9870430272476
4026,15177538,Aintree Primary School,3934.916260639227,4065.9773886835997
4027,16076987,Docklands Primary School,119.31839857383132,710.6971551914754
4028,16076984,Al-Taqwa College,694.6653341767033,758.7248211835036
4029,16076979,St Margaret Mary's School,629.9130232598197,871.4416242072228
4030,16076976,Ormond Primary School,694.9838300576214,795.66892405521
4031,15084930,Roxburgh Rise Primary School,535.1222307887931,952.8652477178963
4032,16076972,Caroline Chisholm Catholic College - Christ The King Campus,269.253657935998,442.37794500354175
4033,16076971,Moomba Park Primary School,1141.0292127660098,1198.2246483123365
4034,16076967,Braybrook College,938.796756188988,1094.257896329251
4035,14248047,Seabrook Primary School,630.515200162622,1452.669923594732
4036,16076963,Austin Hospital School,937.1283859092096,1031.826304472376
4037,16076961,Jells Park Primary School,111.6098085664847,588.1062736829346
4038,16076960,Richmond West Primary School,267.2815490031596,679.8883305058685
4039,16076958,Geelong Grammar School - Toorak campus,780.2655527295278,858.9777750039656
4040,16076955,Moomba Park Primary School,402.7503334290832,595.7499786358462
4041,16076947,St Brigid's School,363.5071012064994,697.5736363525771
4042,16076938,Sunshine College,650.3340087232548,690.6851160998646
4043,16076934,Bourchier Street Primary School Shepparton,692.748615746638,916.6487973514008
4044,16076929,Kew High School,288.146342322169,735.0150776200047
4045,16076927,St Pius X School,630.9770854482805,736.3793364841671
4046,12173439,Resurrection House,180.8788206978228,509.36507246058204
4047,16076921,Kingsbury Primary School,555.8259603700268,895.4920174802149
4048,16076917,Victorian College Of The Arts Secondary School,381.63232494119774,519.9621817637507
4049,16076913,St Albans Meadows Primary School,165.08231239846396,290.9492587019594
4050,16076909,Caulfield South Primary School,48.39613519033707,499.89944282211076
4051,16076906,Sacred Heart School,232.54960199475445,321.2377420084066
4052,16076900,Melbourne Girls Grammar - Morris Hall Campus,319.6494589500832,430.0274626691264
4053,16076898,Sacred Heart School,498.366994609528,586.8056930315619
4054,16076897,Marlborough Primary School,912.457624914608,1059.1316010145783
4055,16076893,Reservoir Primary School,716.7347652818628,899.7803422300012
4056,16076890,Cheder Levi Yitzchok Inc,344.14153692719907,453.8257248423658
4057,14973759,Eltham College - Lonsdale Street Campus,520.8714446858421,599.6485353365988
4058,14576560,Berwick Lodge Primary School,815.6431598428337,1152.93493503445
4059,16076886,Simonds Catholic College - St Brigid's VCE Campus,288.48348406538975,348.30527767688045
4060,13395869,Whittington Primary School,950.2480325281388,1224.3947897841324
4061,16076880,St Albans East Primary School,702.3950146975263,865.2048044885283
4062,16076879,Stott's Colleges,407.3468482510961,500.43846300194446
4063,16076874,St Columba's College,245.45392785463224,348.30940326319825
4064,16076870,Our Lady of Perpetual Help School,1055.7626366397285,1166.714390793732
4065,16076867,Ascot Vale Primary School,811.8764462338562,926.6226414529277
4066,16076866,Luther College,430.6321724626678,721.743926765086
4067,16052316,Penola Catholic College - Glenroy Campus,415.5236472949212,707.5807852216608
4068,16076861,Newington Primary School,508.70842508475897,936.217779025058
4069,16076860,Windsor Primary School,583.7733381020228,607.0118129546796
4070,16076859,Ozford College,306.93672546572753,320.9522173980404
4071,16076856,Ararat Secondary College,559.5242318195341,849.8441942233134
4072,15253039,Yarra Primary School,451.3146469209888,582.2550274397386
4073,16076846,Stott's Colleges,552.8618754597682,616.3678147177078
4074,16076842,Princes Hill Primary School,623.9767858287618,758.8067776319978
4075,16076840,St Kilda Park Primary School,602.1735601149862,1064.8139192635392
4076,14151197,Orchard Park Primary School,791.8536521995837,925.7954567264484
4077,16076834,Camberwell Primary School,314.46150954472307,605.9809110540303
4078,16076821,Altona Primary School,493.04646703684233,845.4727462175451
4079,16076817,Al Iman College,839.8577164130755,1008.2833332422952
4080,16076816,Wyndham Vale Primary School,1342.8564980919346,1706.277847543591
4081,15328200,Essendon North Primary School,504.4250293699325,764.1127581768941
4082,16076815,Dohertys Creek P-9 College,869.0451890653986,1136.0392364826976
4083,15125110,East Doncaster Secondary College,449.7478746024572,892.4369375695509
4084,13669407,Al Siraat College,560.4939355729832,1056.4014874210825
4085,16076810,Our Lady of Sion College,840.4377530974143,1020.6305034705123
4086,15331697,St Albans East Primary School,304.8060976422,599.5419646693657
4087,14772959,Gisborne Secondary College,816.5320190065771,1427.9647077988623
4088,16076794,Newbury Primary School,1232.5029951405186,1989.4063930763978
4089,16076792,Mount Waverley Secondary College,662.1395713098466,895.301394359376
4090,16076790,Sunbury West Primary School,471.9284156158363,866.5651262685438
4091,13923121,Sacred Heart School,181.07446851734665,581.8604803865403
4092,16076784,River Gum Primary School,885.5712127610932,1061.5379475093534
4093,16076778,St Gabriel's School,760.32142161222,897.2104764906311
4094,16076777,Arnolds Creek Primary School,1033.461400633558,1331.9091552575767
4095,16076776,Traralgon College,428.7679677487398,601.1956885696642
4096,16076773,Eltham College - Lonsdale Street Campus,212.46266938298115,529.6946313415543
4097,14505575,Taylors Hill Primary School,893.6399714784092,1053.758986849862
4098,16076762,Aintree Primary School,1595.9668294238288,2009.688653812019
4099,16076752,Corpus Christi School,295.982083934171,709.2724384762968
4100,16076744,Montmorency Secondary College,448.6198385000756,731.3901728119557
4101,15969905,Laurimar Primary School,491.075013451583,1345.3696261374434
4102,16076732,Fintona Girls' School,613.449122448137,620.9612591485296
4103,16076727,Oberon Primary School,640.3298102762644,1371.0935418456622
4104,14543577,North Melbourne Primary School,290.86894148492263,355.21101955414633
4105,13695992,Featherbrook P-9 College,631.5643372814687,1199.9573442782128
4106,16076710,Burwood East Primary School,503.92752688566287,792.1528557557982
4107,16076632,Ashby Primary School,337.32406987523024,642.3729797180738
4108,16076709,Stott's Colleges,531.8132300474055,582.3350115122787
4109,16076701,Eltham College - Lonsdale Street Campus,372.13386387409,523.8778444918931
4110,16076700,Eltham College - Lonsdale Street Campus,372.13386387409,523.8778444918931
4111,16076695,Mill Park Heights Primary School,1045.1198173156,1390.6437916057278
4112,16076690,St Catherine of Siena Catholic Primary School,484.91018561860267,1194.8628378937838
4113,11427931,St Patrick's School,241.60282659033751,575.9435623760822
4114,16076689,Mountain Gate Primary School,418.5920536264821,1356.9162487133242
4115,16076688,Charles La Trobe P-12 College,1206.831514564751,1220.1794703827736
4116,16076685,Mountain Gate Primary School,418.5920536264821,1356.9162487133242
4117,16076678,St John the Baptist School,937.1825382948476,1056.6288338104544
4118,16076677,St Gregory the Great School,484.73699155457547,707.6809822744867
4119,16076670,Mernda Park Primary School,922.8803253227002,1790.638814558645
4120,16076668,SEDA College (Victoria) - Cricket Australia -  Carlton,354.148062535045,502.9731634824093
4121,15303184,St Monica's Primary School,640.1628134811174,742.015640398759
4122,15303575,Ozford College - Ozford College Campus,330.78378030609537,333.1708590605571
4123,15244894,St Margaret Mary's School,664.6191860258889,881.5607536265983
4124,15325041,Sacred Heart School,204.7334483667603,337.38973590265306
4125,15350467,Clifton Hill Primary School,471.2739942492942,566.8615599128351
4126,14682211,Essendon North Primary School,638.7023497482822,1314.1654359929635
4127,14708541,Adass Israel School - Glen Eira Road Campus,488.6207474664619,666.2631342821005
4128,16076658,St Kilda Primary School,249.12124271864025,507.56994835375923
4129,16076657,Hester Hornbrook Academy,413.8264898848513,500.85810031170445
4130,16076656,St Mary MacKillop College,423.60216755836535,518.4447552208482
4131,16076655,Rockbank Primary School,2414.791344544268,3453.7646444419534
4132,16076654,St Joseph's School,75.76849154895737,193.61423573414257
4133,16076652,St Mary's School,175.18992438419093,311.89353719268325
4134,16076647,Rye Primary School,1863.665165459462,3370.174830797811
4135,16076646,Nepean Special School,487.211316570778,794.6207340712916
4136,16076644,St Brendan's School,727.089897417256,811.6086919444994
4137,16076643,Coburn Primary School,288.3460010464073,798.7303673865358
4138,16076640,Spensley Street Primary School,533.3267561912352,883.2165417281018
4139,15459080,St Paul's Primary School,497.59813910416455,919.0927433715433
4140,16076634,Preston Primary School,743.2330400716384,796.6905643512092
4141,16076626,Noble Park Secondary College,890.4635031118916,996.2811577405904
4142,16076625,St Columba's School,280.5756533077107,452.90041276853555
4143,16076614,Moorabbin Primary School,801.1296109849808,1049.1152531525352
4144,16076613,Garrang Wilam Primary School,646.5882293485668,1243.4329725525292
4145,15348147,Docklands Primary School,921.2290400202093,1159.2579253900265
4146,16076602,St Paul's School,421.19357749032815,578.220372730787
4147,16076596,Tarneit Rise Primary School,573.3077543399081,645.0995985231497
4148,16076594,Reservoir Primary School,220.55246973944435,760.9903683829169
4149,16076593,St John the Apostle Catholic Primary School,1500.990577597002,1837.6097215360996
4150,14992002,Simonds Catholic College,718.9301892732669,814.0656181746249
4151,15185470,St John's Regional College,222.68714604287095,274.6187679017741
4152,16076574,St Kieran's School,355.46440881424394,1096.2166362692235
4153,16076575,St Michael's School,600.8733131576081,862.6873515422632
4154,16076569,Ramlegh Park Primary School,860.1535982225399,1498.5625251766817
4155,16076566,St John the Baptist's School,537.1135106366901,926.202050537056
4156,16076562,Casey Fields Primary School,580.9652607966991,1134.1857471764272
4157,15849329,Inverloch Primary School,277.0999873204394,6105.887568604501
4158,16076560,Shelford Girls' Grammar,785.2147692491878,836.9113086888923
4159,16076553,Mitcham Primary School,542.1130153837017,618.3780034725806
4160,16076547,Docklands Primary School,475.5044507088134,1112.6671658094028
4161,16076545,St Joachim's School,248.6124494585752,869.8123111456499
4162,16076540,Melbourne Girls College,515.3974903860808,740.3521444949882
4163,16076538,Our Lady of Perpetual Succour School,336.9724456590509,578.184838785141
4164,16076535,Nairne Primary School,1074.129366621878,1074.129366621878
4165,16076533,Annunciation School,357.7540582681722,1070.7296301004335
4166,15378752,Lumen Christi School,2168.560208210192,2509.634329707199
4167,16076527,St Michael & St John's School,390.3385617001651,856.2201311402523
4168,16076523,St John the Apostle Catholic Primary School,1500.990577597002,1837.6097215360996
4169,15659928,Clayton North Primary School,763.898732889799,1222.8479010645883
4170,16076521,Serpell Primary School,1276.7485532605483,1349.8126297814933
4171,16076520,Princes Hill Primary School,224.70770162036348,521.787597053983
4172,16076516,Pakenham Springs Primary School,1360.3936891496128,1862.7664407199793
4173,16076507,Eaglehawk Secondary College,226.15408312877443,658.8130278188718
4174,16076504,Fitzroy Community School - Thornbury Campus,422.4639262034648,572.4943368659003
4175,16076502,Carlton Gardens Primary School,666.5070258391418,732.7208896260254
4176,16076500,Ormond Primary School,909.6057445455732,946.0937675645142
4177,16076498,Galilee Regional Catholic Primary School,263.8733431604031,556.5427698858048
4178,16076497,St Michael's Grammar School,482.331985801136,532.4828299432546
4179,16076494,Hallam Senior Secondary College,843.4724629552159,1401.0197177139864
4180,16076492,Hester Hornbrook Academy - Sunshine Campus,614.2218589122045,817.6753678801578
4181,16076096,River Nile School,551.4834627594593,595.4875226499395
4182,16076491,Eltham College - Lonsdale Street Campus,478.1465503959154,616.682282698026
4183,16076489,Southern Autistic School,303.9426268879327,431.3033532115892
4184,12656255,St Joseph’s Catholic Primary School,384.2988613188602,1317.7533955783417
4185,16076483,Stevensville Primary School,319.0201437003247,856.8053020299081
4186,16076482,Victory Christian College,233.3440054216378,1048.1197955849823
4187,16076479,Eaglehawk Primary School,1186.1491214767743,1370.534064422807
4188,16076476,Roxburgh Homestead Primary School,472.5553838047264,1032.2849555062483
4189,16076475,Pinewood Primary School,705.7089230118174,933.9909853212512
4190,16076473,Doxa School Bendigo,583.4942731183909,831.805345340008
4191,16076470,St Albans Primary School,254.81391776679607,323.19631516663463
4192,16076467,Saltwater P-9 College,1378.219483764734,1527.070498503938
4193,16076466,Hester Hornbrook Academy - Braybrook Campus,942.8620367379198,1054.655759206921
4194,16076465,Lyndale Secondary College,476.7717879246768,816.4765888115194
4195,13932223,Eltham College - King Street Campus,136.86393519280682,329.19778120975315
4196,16076460,Carranballac P-9 College-Jamieson Way Campus,740.2351676759328,1184.4183433199692
4197,16076459,Rockbank Primary School,474.5009488594222,2388.630801664789
4198,16076458,Our Lady of the Way Catholic Primary School,346.3373347295806,1432.2868087035038
4199,16076457,East Preston Islamic College,670.0223230941688,757.2492146709452
4200,16076455,Rosehill Secondary College,253.2658836855099,404.0946125653689
4201,16076445,Hester Hornbrook Academy - City Campus,489.8694021594853,624.32869723574
4202,16076444,Mentone Girls' Grammar School,192.49380765570885,333.03060959641715
4203,16076442,Bayview College,750.3727215854077,1456.1875347945413
4204,16076436,St Francis De Sales Catholic Primary School,791.0507851279727,1377.827665238534
4205,16076431,Beveridge Primary School,2189.0478842835714,4634.77678085781
4206,16076430,Hughesdale Primary School,434.1088538561158,862.0764364615316
4207,16076422,Sirius College - Geelong Campus,528.9737547909223,907.6566763658899
4208,16076411,Newport Gardens Primary School,422.4968718619327,703.4531904932004
4209,16076408,Glengala Primary School,317.46374221167696,851.8281361040664
4210,16076405,Balwyn High School,694.1452497188692,925.0563638424277
4211,16076402,Sirius College - Geelong Campus,735.6713020233649,1273.911531249874
4212,16076400,Scoresby Primary School,472.5821119601392,906.0089253768529
4213,16076398,Cambridge Primary School,696.5011907886351,902.7678872408748
4214,16076385,Eynesbury Primary School,826.129442312898,4528.533078991433
4215,16076384,St John Bosco's School,693.5486798770585,827.4198503010007
4216,16076380,Eaglehawk Secondary College,2071.546857637175,2475.3959523806184
4217,16076375,Ashwood High School,687.6927360277165,691.9694823616672
4218,16076374,Yesodei HaTorah College,297.65495316205585,529.8412845729513
4219,16076371,Milgate Primary School,1228.6885899251968,1351.5419734819975
4220,16076370,Australian International Academy of Education,329.42154983572885,432.1557169086359
4221,16076364,Alia College,745.5342445912719,828.7975677967961
4222,16076361,Fitzroy Community School - Thornbury Campus,218.54878699251532,502.66056627210236
4223,16076360,Bayswater West Primary School,720.3806515596353,1125.765516350262
4224,16076357,Overnewton Anglican Community College - Taylors Lakes Campus,914.0282257912012,959.787076806926
4225,16076355,St Peter's School,372.6643436251472,422.3231696456589
4226,16076345,St Kilda Park Primary School,191.0500107822755,737.2131669459826
4227,16076344,Mckinnon Secondary College,414.1869776382501,719.071653983718
4228,16076343,Frankston High School,569.3916943227572,767.6636882935685
4229,16076342,Epping Secondary College,437.513219792715,870.9834622694074
4230,11126687,OneSchool Global Vic,1174.653221504812,1199.5457852465422
4231,16076334,Wonthaggi North Primary School,885.4326445530479,1384.9251948547396
4232,16076335,St Francis de Sales School,392.5132445460644,740.9203266250647
4233,16076336,Coburg Primary School,669.3538733597513,750.3308644882982
4234,16076333,Mount Pleasant Road Nunawading Primary School,584.9516923224792,606.1123448724826
4235,14689325,Eltham College - Lonsdale Street Campus,321.84358551255167,453.5498441904626
4236,16076321,Docklands Primary School,196.4125333039492,796.4489504189814
4237,14192899,Kurunjang Primary School,2058.689665157709,2180.0631767910695
4238,16076309,St Mary Magdalen's Parish Primary School,428.52938787108206,605.4590112414826
4239,16076307,Melton West Primary School,606.6356901896752,662.8634414755611
4240,15758092,Cheder Levi Yitzchok Inc,744.9905990286501,777.6282406250315
4241,16076303,Yarra Primary School,364.52264315664206,536.0139424514965
4242,16076298,Salesian College Chadstone,526.3067948786608,629.3242906254626
4243,16076292,Altona North Primary School,168.80193235282252,468.8606906723805
4244,16076291,Alkira Secondary College,931.6037062905132,1217.8545879480314
4245,16076288,Haileybury Girls College - City Campus,224.81271829510192,369.6380990182203
4246,16076281,Fleetwood Primary School,802.2715857420126,1025.1084395526839
4247,16076278,Holmes Grammar School,1016.8605939753428,1081.8637517749141
4248,16076272,Lalor Secondary College,352.13755602802394,541.1458573552145
4249,16076270,SEDA College (Victoria) - AFL - Werribee,453.31495648502784,588.5997409004374
4250,16076269,Ballam Park Primary School,126.69070026089304,280.8673413489968
4251,16076261,Exford Primary School,2279.258569271792,4340.6696223932995
4252,16076262,Victorian College Of The Arts Secondary School,563.1413355998965,646.4504252868015
4253,16076259,Rosehill Secondary College,107.17808571219578,303.494386899294
4254,16076256,Wesley College - St Kilda Road Junior Campus,285.5265035573876,525.8660223660341
4255,16076248,Mount Scopus Memorial College - Gandel Besen House Campus,336.1108647502127,400.91701794955014
4256,16076246,Ss Peter & Paul's School,739.1724240056562,1065.8328672145349
4257,16076243,Ivanhoe Grammar School - Plenty Campus,197.9791077540037,700.4758887819679
4258,16076230,Kennington Primary School,777.8464193622187,1404.0184112335048
4259,16076227,Mirripoa Primary School,749.3640397851074,1112.5107028939
4260,16076225,Bendigo South East 7-10 Secondary College,685.2124635198247,827.6551742967066
4261,16076224,James Cook Primary School,215.33371684040975,715.6897936068461
4262,16076223,St Joseph's Flexible Learning Centre,182.3017785327172,299.30302838454594
4263,16076219,Victorian College Of The Arts Secondary School,471.4315739842862,567.4946380940032
4264,16076213,Ocean Grove Primary School,378.6240472152489,1144.6423688076582
4265,16076212,Preston North East Primary School,523.9628784554475,673.2536417819207
4266,16076207,MacKillop Catholic Regional College - St Mary's Campus,1147.2953033076594,3379.7526768246903
4267,16076206,Edenbrook Secondary College,1829.4510610886969,2268.4387682052497
4268,16076203,Sacred Heart School,676.4355555520832,763.2511014799614
4269,16076199,Mount Eliza North Primary School,562.5246012351597,1055.8942675386395
4270,16076196,Caulfield Junior College,223.40587531038605,492.33504685946656
4271,16076194,Exford Primary School,2279.258569271792,4340.6696223932995
4272,16076192,Mill Park Heights Primary School,402.2822881936351,926.0820064047213
4273,15410999,Emmanuel College,601.278596079183,839.2151644809092
4274,16076186,St Catherine's School,477.3320318362736,685.5476105922157
4275,16076184,Glendal Primary School,640.0475337109959,877.9011829616869
4276,16076163,Westgarth Primary School,504.9534219068772,805.695575676843
4277,16076172,Prahran High School,125.16592739510932,356.4873842642958
4278,16076167,Padua College - Rosebud Campus,692.5995847526605,948.9613707278837
4279,16076165,Kamaruka - Primary Campus,710.5709034465642,788.0036074246694
4280,16076158,Wodonga Primary School,247.3275133794387,466.44177232122655
4281,15935652,Geelong High School,484.5956140130069,732.2355941880414
4282,16076154,Haileybury Girls College - City Campus,244.7947969163231,384.892619667572
4283,16076152,Melbourne Girls Grammar,144.48983359747427,437.4347376167472
4284,15930196,Caulfield Primary School,334.15341766971187,604.4752529016699
4285,16076144,Rowellyn Park Primary School,529.8444037700573,885.4514879389895
4286,16076142,St Richard's Primary School,733.1832296348101,1223.806756054125
4287,16076141,Ozford College - Ozford College Campus,240.2562788817361,263.0743430668272
4288,16076139,Knox Park Primary School,594.3355669808565,878.8893754632145
4289,16076137,SEDA College (Victoria) - Hawthorn Talented Player Program (TPP),663.4148092984312,797.2314603011009
4290,16076134,Kent Park Primary School,385.1468439943967,1307.4265660384633
4291,16076133,Kilvington Grammar School,252.80603455554444,396.1466618012775
4292,16076132,St Matthew's School,633.4353974390272,706.2636552518592
4293,16076130,Brunswick Secondary College,597.9089445679894,852.3758106152933
4294,16076128,Tarneit P-9 College,725.3499485684581,1104.7009439007695
4295,15420834,Geelong Lutheran College,1196.954460235931,1770.5022700092716
4296,16076126,St Paul's Primary School,230.2770530140776,921.3361754535232
4297,16076124,Barton Primary School,1639.416001861541,2723.0196874887333
4298,16076119,Catherine McAuley College - Coolock Campus,1495.7181892206409,2217.913571057346
4299,16076117,Croydon Primary School,1154.4836662844696,1690.44590858233
4300,16076115,Mirripoa Primary School,401.6274635324077,1137.544615091339
4301,16076116,Bellbridge Primary School,1477.4760080018953,1567.2259872769907
4302,14461436,Keelonith Primary School,685.77528660085,1229.27210765553
4303,16076111,Nazareth College,781.8555239232799,876.1098894759634
4304,16076108,Tarneit Senior College,197.5468484168632,677.4694858875149
4305,15216423,Kiewa Valley Primary School,378.4343614177205,6280.554427276692
4306,16076105,Melbourne Montessori School - Grange Road Campus,519.1981236971498,712.0540384200631
4307,16076104,Essendon Keilor College,104.34718287630066,493.56711542697764
4308,16006033,Le Page Primary School,385.0190948631321,650.8860797587695
4309,16076097,Don Bosco School,1414.614831457698,1699.5363136940548
4310,16076085,Rye Primary School,2750.211317218406,5544.565960089517
4311,16076084,Sholem Aleichem College - Senior Campus,413.4148603836455,508.5416845177255
4312,16076082,St Brendan's School,624.0305360040215,927.6466111500246
4313,16076078,Kinglake Primary School,1901.6813708050345,10564.350894370424
4314,14233176,Richmond West Primary School,378.1293138505149,464.5957376379817
4315,16076073,Methodist Ladies' College,402.7707212377398,580.5376184338246
4316,16076071,St Robert's School,518.2268922533611,628.2117610147723
4317,16076066,St Peter's School,913.3883700878912,981.2813990682183
4318,16076065,St Joseph's Flexible Learning Centre,610.4382446396136,645.0435083402348
