,listing_id,closest_school,dist_closest_school,ave_dist_3_schools
185,16089321,Clairvaux Catholic School,171.49237279505607,453.1383112308361
186,16089313,Mernda Park Primary School,447.84716985681376,1287.6975072128732
187,16089308,De La Salle College - Holy Eucharist Campus,650.7715610497048,723.4284465236838
188,16089306,Scoresby Secondary College,701.6152059521453,917.0538736705424
189,16089303,Noble Park Primary School,237.31961796301644,456.4642200188684
190,16089304,Fleetwood Primary School,165.05887487047528,954.1396229870885
191,16089297,Traralgon College,407.8542734002062,516.0677575873478
192,16089293,SEDA College (Victoria) - AFL- Preston,238.92295082978725,325.11722727236906
193,16089287,Eltham College - Lonsdale Street Campus,594.1424637799664,699.7683839448565
194,16089275,Somerville Primary School,311.85906070255294,1113.5192591327168
195,16089274,Victorian College Of The Arts Secondary School,424.5372884360949,555.9326222508898
196,16089273,Eltham College - Lonsdale Street Campus,145.95072840846314,443.0020686259439
197,16089272,Haileybury Girls College - City Campus,153.81754953486376,224.37534099341292
198,16089267,St Kilian's School,341.9518181774599,482.8796045487292
199,16089254,Kilvington Grammar School,787.2066134790306,894.3395600056296
200,16089253,Mentone Park Primary School,401.0676484290251,833.5037099030778
201,16089251,Black Hill Primary School,514.5318733704061,889.5113907637784
202,16089250,Ozford College - Ozford College Campus,128.57510182902533,186.77253419289033
203,16089248,Docklands Primary School,475.5044507088134,1112.6671658094028
204,16089247,Hester Hornbrook Academy,341.276315010965,710.8197701347581
205,16089246,St Mary's School,320.8024941216656,371.28355129916895
206,16089242,St Kilda Park Primary School,531.9304187809297,1085.9743784724617
207,16089237,St Monica's Primary School,647.6643840091357,813.4931204546416
208,16089236,SEDA College (Victoria) - Cross Keys Reserve Campus,557.2248070684547,740.9866271458868
209,16089235,Blackburn High School,652.4321710139199,846.0902967610403
210,16089234,Princes Hill Primary School,298.9151443230897,559.7847512343202
211,16089233,St Christopher's School,238.9104739206216,849.1515581844986
212,16089231,Holy Spirit School,494.4219723394792,786.3373075911235
213,16089227,Aitken Creek Primary School,302.2773881979154,803.9905723825453
214,16089226,Albert Park College,310.5801277961144,781.0752269560795
215,16089224,Frankston Heights Primary School,794.6495734822254,1118.657896020898
216,16089219,North Melbourne Primary School,295.8346639834011,452.61493055585737
217,16088904,Marist-Sion College,700.6607407163657,781.5813376720552
218,16089214,Docklands Primary School,921.2290400202093,1159.2579253900265
219,16089212,St Kilda Park Primary School,621.4145031756962,1086.639338254851
220,16089211,St Jude's School,219.1549554616425,289.76152543529065
221,16089210,Toorak Primary School,707.7111115227646,863.3106001343496
222,16089204,Aspendale Primary School,550.8765408547185,988.5325944279015
223,16089189,Ocean Grove Primary School,466.5870604222411,3436.729240586832
224,12713206,River Nile School,468.08579752240536,555.1235074403417
225,16089187,Berwick Fields Primary School,673.9140252528305,781.5665015685512
226,14654024,Dandenong High School,491.8275517344664,601.6179502986053
227,16089178,Westall Secondary College,239.6655803606067,409.90993657095095
228,16089175,Carlton Gardens Primary School,573.16224530765,706.891069290977
229,16089176,Trinity Catholic School,297.4405408624359,492.52965274376675
230,16089174,Thornbury Primary School,155.32496694365142,419.713215746061
231,16089172,Bendigo Primary School,916.5646480774104,1044.5820962138325
232,11817724,St Joseph's School,426.1851696094643,775.8337922704953
233,16089163,Montpellier Primary School,1152.1829132685773,1903.358680172828
234,15156120,Montpellier Primary School,1373.151070112065,1877.5941497260555
235,16089159,Thomas Chirnside Primary School,166.1228303202905,1200.1972410790956
236,15998385,Roxburgh Homestead Primary School,330.8700094751926,951.4957629471324
237,16089146,St Paul's School,376.6233048512775,695.3552320055105
238,16089060,Highview College,548.381092865198,863.915662916198
239,16089144,Wesley College - St Kilda Road Junior Campus,442.7591340949891,565.4058383806287
240,16089142,St Francis de Sales School,528.4549545286808,631.08110263421
241,16089139,Caroline Chisholm Catholic College,171.26257544981996,289.94090570086263
242,15079788,Wilandra Rise Primary School,655.4691969944968,945.2492967481033
243,16089129,St Joseph’s Catholic Primary School,529.7347710214162,956.5766813013546
244,16089126,Kamaruka,319.7752170187516,387.29756005373287
245,16089123,Forest Street Primary School,495.6649692710601,764.7982567943313
246,15327923,Richmond High School,45.85186128692232,216.63977744930216
247,16089116,Truganina South Primary School,1498.0401298096904,1832.3591454037717
248,16089114,Camelot Rise Primary School,302.4745477632275,697.5676234661236
249,16089111,SEDA College (Victoria) - Cross Keys Reserve Campus,1059.779122486134,1177.9778650400322
250,16089108,East Bentleigh Primary School,1148.3576048112036,1315.2669229145392
251,14811973,Laverton P-12 College,639.1649007847973,1137.0779097851803
252,16089106,Northern Bay P-12 College,680.8762509656987,959.1453504955466
253,16089101,Berwick Fields Primary School,387.7884795563267,1044.3129226702142
254,16089098,Burwood Heights Primary School,716.8123284413942,763.5782933859272
255,16089095,Antonio Park Primary School,641.0770344426737,1476.5707214440952
256,16089093,Springside West Secondary College,1150.987912051604,1590.9478944249288
257,16089090,Chilwell Primary School,181.12324987205335,393.44302785268064
258,16089089,Melbourne Indigenous Transition School,257.9376630500573,315.547401291202
259,14537623,Shepparton Christian College,795.1416539174994,1143.088305778005
260,16089085,St John's School,266.9392770233816,460.4577283874908
261,15276679,St Paul's School,900.880543142279,997.2735326791602
262,16089083,Altona North Primary School,614.2362142374944,782.7468334242625
263,16089081,St Margaret Mary's School,343.4900571665589,776.6909178888045
264,16089076,St Joseph's College Mildura,269.37451204679235,341.88631273152873
265,16089071,Mildura South Primary School,925.59782928885,2006.0195778526006
266,16089068,Buninyong Primary School-Scotsburn Primary School,3795.3891084932015,7595.409715304938
267,16089058,St Mary of the Cross MacKillop Catholic Parish Primary School,1199.6572498513965,1539.2581191513298
268,16089057,East Preston Islamic College,470.9353495072312,818.0144924813343
269,16089056,Cranbourne West Primary School,716.9058041065765,1422.2557724312956
270,16089041,Hester Hornbrook Academy - Prahran Campus,285.9659064215382,426.34218817835534
271,16089038,Stratford Primary School,951.5574676333192,4194.255680476416
272,16089033,Macleod College,424.3793977811286,621.519025531555
273,15790037,John Monash Science School,673.7151546576235,878.2362501622906
274,16089028,Brunswick South Primary School,564.6804196750843,626.2644017404522
275,16089029,Stott's Colleges,532.1931708310123,585.7414882041045
276,16089027,St Fidelis' School,483.4277821748159,738.3254610162552
277,16089025,Morwell Park Primary School,316.39684231099835,707.0781217800403
278,16089013,St Peter Apostle School,730.6545845200372,837.77453669112
279,15087783,St Joseph’s Catholic Primary School,1531.1842209229962,2068.4457339939986
280,16089008,Victory Lutheran College,1078.2506274281557,1498.156046603305
281,16089005,St Joseph's College,344.8075106945953,934.3605020457902
282,16089004,Newlands Primary School,482.5339543339468,854.4900886565532
283,16089002,Penders Grove Primary School,90.62002953471529,576.9406199925829
284,16089000,Methodist Ladies' College,368.9936264586359,545.4902790523705
285,16087294,Santa Maria College,526.0789058666189,654.9351638371921
286,15335652,Kamaruka,400.3315303947487,412.16460640399845
287,16088988,Our Lady of Sion College,735.850536824865,941.7598854799407
288,16088986,The Lakes South Morang College,863.3296666085693,1092.4664441228572
289,16088974,Bulleen Heights School-Manningham Road Campus,455.1321957431652,770.5541459779047
290,16088973,Eltham College - Lonsdale Street Campus,322.1930702878718,480.9872746520612
291,16088971,North Melbourne Primary School,427.124911967434,502.4249601419272
292,16088967,Fairfield Primary School,566.4208653765976,860.9782645315381
293,16088965,St Mary's School,3301.033385833702,3539.534883855122
294,15790494,Bairnsdale West Primary School,417.0591150269978,923.5255483079904
295,16088954,Richmond West Primary School,417.0809624390864,466.5057855015166
296,16088949,St Joseph's School,59.9956741411365,229.26795951826807
297,15968159,St Patrick's School,155.2315807018133,1042.1124519379443
298,16088944,Wallan Primary School,2438.302513742321,2647.1417324426216
299,16088941,Alamanda K-9 College,494.848524804954,1655.7721586068903
300,16088937,Preston Primary School,586.0537281891332,800.3706737099798
301,16088932,St Joachim's School,676.442832747796,851.8791239201038
302,16088928,Wedge Park Primary School,780.020351805271,997.6524037961763
303,16088927,Tarneit Senior College,372.7019353632763,833.8905773470065
304,16088924,Mount Waverley Heights Primary School,551.2882348674808,698.3164835971517
305,16088910,Overport Primary School,438.5607390074748,810.298195785538
306,16088902,Armstrong Creek School,146.00872970433906,477.96641854583845
307,15926763,Corpus Christi School,258.9022054931171,360.72178479055634
308,16088894,The Lakes South Morang College,679.3318784859248,907.6858026558729
309,16088887,Hester Hornbrook Academy,521.2480106425292,586.6087490306685
310,16088878,SEDA College (Victoria) - AFL Traralgon & Multi 2 Traralgon,898.4501037692536,1063.7474008711781
311,15973863,Salesian College Chadstone,208.89347619883404,369.5032701312029
312,16088872,St John's College Preston,174.17235101525262,261.6061001530042
313,16088869,Melbourne Indigenous Transition School,388.09787725707497,424.2615788938036
314,16088864,Preston Reservoir Adult Community Education Inc | PRACE College,510.452002148378,675.3599689904254
315,15195616,Kingsbury Primary School,255.0965751610286,453.25071344814796
316,16088863,Prahran High School,762.6295766779072,791.57943507335
317,16088859,Springside Primary School,4005.8736839416647,4062.766245510729
318,16088856,Corpus Christi School,499.7880129346304,734.5013001288825
319,16088854,Alamanda K-9 College,471.90348486494406,1721.5085031987485
320,16088853,Brunswick North Primary School,697.8259461622405,986.9703150173782
321,16088852,Meadowglen Primary School,768.5908078255419,1461.666258483102
322,16088850,Advance College of Education Incorporated - Mornington Campus,855.5888264415194,2179.9855582890455
323,16088849,Benton Junior College,356.286475454151,1703.6888643358823
324,16088847,Mount Eliza Secondary College,380.27427638999353,798.3060141942639
325,16088846,Richmond West Primary School,216.88066738475877,399.7853368859284
326,16088845,Holy Spirit School,203.2815110505928,558.5575160934076
327,16088843,Blackburn Primary School,547.1785018667312,737.4947863693968
328,16088840,Loreto Mandeville Hall,364.8652103617412,379.8065172869703
329,16088837,Lara Secondary College,1333.7117907049476,2042.5612253631232
330,16088830,Doncaster Secondary College,276.9128059452967,729.3969746162678
331,16088823,The Lakes South Morang College,679.3318784859248,907.6858026558729
332,16088821,Hillsmeade Primary School,318.6856644307883,865.173768311237
333,15906600,Eltham College - King Street Campus,751.7049849509725,819.7130407153435
334,16088807,Fitzroy Primary School,289.7388793463884,500.39313926967253
335,16088805,Leibler Yavneh College,573.6895337661259,759.2080127262208
336,16045613,Cobram Primary School,686.1017700545941,937.3229938817503
337,16088796,Lloyd Street Primary School,417.1169358172227,566.4678712924933
338,16088792,Melbourne Grammar School,520.196930426355,575.702396886632
339,16088790,Surfside Primary School,1693.1666279157648,3348.86843407788
340,16088785,Christ Church Grammar School,291.52704432261606,375.8335750075177
341,16088786,Princes Hill Primary School,525.4008656120285,666.575813338828
342,16088784,Lara Secondary College,220.77752433038975,812.904078717418
343,16088782,South Melbourne Primary School,994.6463950351653,1198.324497983389
344,15056186,University High School,144.10144403687343,530.0622887179908
345,16088780,Bonbeach Primary School,483.1782236074604,1305.7924609610732
346,14282224,St Christopher's School,288.5155515853073,619.5892813168128
347,16088756,Springside West Secondary College,1196.118902224699,1799.8437352270814
348,16088757,Wellington Secondary College,378.6135865583106,631.330450315058
349,16088753,Craigieburn Primary School,591.5566593430292,1089.4096802522306
350,16088755,SEDA College (Victoria) - J.E Moore Park Campus,263.0939756907482,620.1283791186503
351,16088754,SEDA College (Victoria) - J.E Moore Park Campus,263.0939756907482,620.1283791186503
352,16088751,Our Lady of the Way Catholic Primary School,346.3373347295806,1432.2868087035038
353,16088744,St Gerard's School,386.9056845397404,750.0673698155621
354,16088738,Elwood Primary School,439.1387388700027,613.2967641508286
355,16088736,Donvale Primary School,754.5014845956039,1202.6081176157793
356,16088731,Cheshire School,1287.1106948292925,1680.7766026502384
357,16088726,Merriang Special Developmental School,58.773644786043526,601.736586195853
358,16088721,St Bernard's College,533.2485527956521,830.9557898813686
359,16088720,Victoria University Secondary College,889.9908877713544,992.1965059262571
360,15416058,St Joseph’s Catholic Primary School,1040.4806076457214,1632.4559635300782
361,16088714,Melbourne Grammar School - Wadhurst Campus,437.8698019913216,528.1323105461014
362,16088712,St Catherine of Siena School,724.3254411228688,767.2492375096944
363,15726473,Sandringham College,545.0667301790552,737.2614446244174
364,16088705,Alia College,713.0750637475218,871.8717195579837
365,16024864,Parkdale Primary School,339.85476592645017,887.4910662545459
366,16088690,Yesodei HaTorah College,425.5809526026462,545.3452627051591
367,16088687,Islamic College Of Melbourne,767.3918536429209,927.2076600655147
368,16088682,Springside Primary School,3922.5858971884927,3985.137125626377
369,16088681,St Paul's Kealba Catholic School,786.5748642724046,1366.1083511642967
370,14818885,Kamaruka - Primary Campus,798.6237549533279,806.9178383085191
371,16088678,St Aloysius' School,513.6795507067534,523.4765785434834
372,16088677,Mitcham Primary School,683.7494823096115,994.8054450154827
373,15218457,Aintree Primary School,3335.2639976339283,3441.6344244435895
374,16088656,St Mary's School,484.3803210841696,499.6111507514253
375,15816055,Dromana Secondary College,2594.6768859008885,3504.931113305329
376,11761425,Hester Hornbrook Academy - Prahran Campus,174.2844015137934,316.5397489047595
377,15344204,Willmott Park Primary School,553.3254262008122,1008.1542455282097
378,15326673,Eltham College - Lonsdale Street Campus,322.1930702878718,480.9872746520612
379,16088641,Elwood Primary School,194.3739367311994,523.3679776998242
380,16088636,St Brigid's School,236.5868126524979,495.95311103337605
381,14629740,St Ambrose's School,918.5054365270378,1896.8638940075425
382,16088632,Warragul North Primary School,271.5560163076409,831.1513323883222
383,15231552,St Columba's School,324.9060468731307,854.4865316151731
384,16012458,Wyndham Park Primary School,258.874439899815,737.3146914237865
385,16088630,Carrington Primary School,484.60260732394977,1235.234305394969
386,13628241,St Monica's School,245.12264621462367,857.0561974922781
387,16088625,Murrumbeena Primary School,614.3668214164045,785.4033929982548
388,15723110,St Justin's School,1144.7564084657404,1428.830241035108
389,16088621,Torquay P-6 College,1004.870796570694,1280.8853889420427
390,16088619,Reservoir Primary School,208.69447857112883,610.9331412902317
391,16088618,SEDA College (Victoria),212.53950017268167,577.8923133203057
392,16088615,Firbank Grammar School,557.0308702912336,657.6775184063204
393,16088610,Templestowe College,851.3133794072377,976.5946714940847
394,15657634,Oakleigh Grammar,130.74409051839046,457.606205343118
395,16088599,Hallam Primary School,843.2394219626804,1125.7533597480167
396,16088598,Moonee Ponds West Primary School,857.6047646261377,875.5396504741861
397,16088597,Yarraman Oaks Primary School,573.8446950637891,996.3556326621514
398,8643256,St Joseph's Flexible Learning Centre,602.1333262385174,643.6349546531
399,16088588,St Patrick's School,157.60894611590274,281.9450811511736
400,14907112,Andale School,539.9026313695525,580.243356915454
401,16088581,Penders Grove Primary School,470.6418371219638,703.0463886552617
402,16088576,Dohertys Creek P-9 College,453.1081681308753,619.5167012365728
403,16088575,St Gabriel's School,375.1788694582986,874.0200839547368
404,16088573,Westbourne Grammar School,409.6359499492452,613.351602390106
405,16088571,St Mary’s College Melbourne - Edmund Rice Campus,450.0719045891126,480.2710778803408
406,16088569,Drouin Primary School,657.1443219526141,1132.2090119503616
407,16088568,Wesley College - St Kilda Road Junior Campus,603.1202843030505,723.7350387029811
408,16088565,St Timothy's School,498.71143979334,950.0566103360708
409,16088563,Carnegie Primary School,302.3025233978687,866.2643695539083
410,16088559,Macarthur Street Primary School,953.4300998740808,1085.9883463529347
411,16088557,Sophia Mundi Steiner School,344.42521179049425,797.9822745176187
412,16088556,Christ Church Grammar School,341.37391988066366,411.59050944291243
413,16088555,Fitzroy North Primary School,381.4962785520139,505.7681912904859
