,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,price,beds,baths,parking,title,address,propertyType,status,bond,Coordinates,Latitude,Longitude
192,192,6531,6531,6531,6531,6531,6531,6531,6531,6531,6531,6531,6531,6531,6557,13646734,440.0,3,2,2,$440 p.w.,"20 Whitegum Way, Cranbourne North VIC 3977",House,live,1912.0,Just do it by hand,J,u
193,193,6551,6551,6551,6551,6551,6551,6551,6551,6551,6551,6551,6551,6551,6577,16064169,440.0,4,2,2,$440 pw,"18 Mountain Ash Circuit, Winter Valley VIC 3358",House,live,1760.0,Just do it by hand,J,u
194,194,6658,6658,6658,6658,6658,6658,6658,6658,6658,6658,6658,6658,6658,6684,16063556,390.0,3,2,2,$390,"14 Lady Penryhn Avenue, Wyndham Vale VIC 3024",House,live,1695.0,Just do it by hand,J,u
195,195,6659,6659,6659,6659,6659,6659,6659,6659,6659,6659,6659,6659,6659,6685,12079228,380.0,3,1,1,$380 Per Week,"23 Golflinks Drive, Mill Park VIC 3082",House,live,1651.0,"('-36.1302002', '146.8398393')",-36.1302002,146.8398393
196,196,6711,6711,6711,6711,6711,6711,6711,6711,6711,6711,6711,6711,6711,6737,16063297,385.0,1,1,1,$385 pw,"4/28 Raleigh Street, Prahran VIC 3181",Apartment / Unit / Flat,live,1673.0,"('-37.8522638', '144.9854788')",-37.8522638,144.9854788
197,197,6763,6763,6763,6763,6763,6763,6763,6763,6763,6763,6763,6763,6763,6789,16063062,500.0,4,2,2,$500 p.w.,"24 Keskadale Way, Clyde North VIC 3978",House,live,2216.0,Just do it by hand,J,u
198,198,6784,6784,6784,6784,6784,6784,6784,6784,6784,6784,6784,6784,6784,6810,16062958,480.0,3,2,1,"$480 PW / $2,086 PCM","18 Coupling Way, Glenroy VIC 3046",Townhouse,live,2086.0,Just do it by hand,J,u
199,199,6787,6787,6787,6787,6787,6787,6787,6787,6787,6787,6787,6787,6787,6813,16062955,1250.0,5,2,5,"$1,250 per week","3 Raymond Grv, Caulfield South VIC 3162",House,live,5432.0,Just do it by hand,J,u
200,200,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6826,16062873,445.0,3,2,2,$445 per week,"34 Precinct Walk, Clyde North VIC 3978",House,live,1934.0,Just do it by hand,J,u
201,201,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,6898,15323041,500.0,4,3,2,$500 per week,"10 Quintino Walk, Clyde North VIC 3978",House,live,2173.0,Just do it by hand,J,u
202,202,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6913,6939,16062091,400.0,3,1,2,$400 per week,"22 Somerton Court, Bacchus Marsh VIC 3340",House,live,1738.0,"('-37.6616207', '144.4387804')",-37.6616207,144.4387804
203,203,6969,6969,6969,6969,6969,6969,6969,6969,6969,6969,6969,6969,6969,6996,16061686,440.0,3,2,2,$440 Per Week,"6 Bolton Grove, Officer VIC 3809",House,live,1912.0,"('-38.2658687', '144.5468357')",-38.2658687,144.5468357
204,204,6978,6978,6978,6978,6978,6978,6978,6978,6978,6978,6978,6978,6978,7005,16061642,300.0,2,1,1,$300 PW,"3/12 Louis Avenue, Dandenong North VIC 3175",Apartment / Unit / Flat,live,1304.0,"('-37.987445699999995', '145.24811600174039')",-37.987445699999995,145.24811600174039
205,205,7005,7005,7005,7005,7005,7005,7005,7005,7005,7005,7005,7005,7005,7033,16061484,460.0,4,2,2,$460.00 Per Week,"7 Annabel Street, Deanside VIC 3336",House,live,1999.0,"('-38.0487856', '145.3951055')",-38.0487856,145.3951055
206,206,7034,7034,7034,7034,7034,7034,7034,7034,7034,7034,7034,7034,7034,7062,16061341,575.0,2,1,1,$575.00,"Rear 221 Brunswick Street, Fitzroy VIC 3065",House,live,2498.0,Just do it by hand,J,u
207,207,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7092,7120,16061007,400.0,3,1,4,$400.00,"21 Clairmont Avenue, Albion VIC 3020",House,live,1738.0,"('-37.7789099', '144.8130373')",-37.7789099,144.8130373
208,208,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7123,7151,15249020,380.0,2,1,1,$380,"112/115 Neerim Road, Glen Huntly VIC 3163",Apartment / Unit / Flat,live,1651.0,"('-37.886832839024386', '145.0413227707317')",-37.886832839024386,145.0413227707317
209,209,7129,7129,7129,7129,7129,7129,7129,7129,7129,7129,7129,7129,7129,7157,16060792,495.0,4,1,3,$495,"2/53 Tristana Street, Doveton VIC 3177",House,recentlyUpdated,2151.0,"('-37.6357283', '145.0635146')",-37.6357283,145.0635146
210,210,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7220,7249,15214573,370.0,3,2,2,$370,"9 Roller Walk, Pakenham VIC 3810",Townhouse,live,1607.0,Just do it by hand,J,u
211,211,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7222,7251,16060011,390.0,3,2,2,$390 Per Week,"13 Caprara Street, Kalkallo VIC 3064",House,leased,1694.0,Just do it by hand,J,u
212,212,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7249,7278,16059868,825.0,3,1,1,$825 per week,"43 Chestnut Street, Richmond VIC 3121",House,live,3585.0,"('-37.991614600000005', '145.23354335')",-37.991614600000005,145.23354335
213,213,7280,7280,7280,7280,7280,7280,7280,7280,7280,7280,7280,7280,7280,7309,16059645,320.0,1,1,0,$320.00,"Rear 445 George Street, Fitzroy VIC 3065",Studio,live,1390.0,Just do it by hand,J,u
214,214,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7364,7393,15101942,425.0,4,2,2,$425 per week,"71 Callaway Street, Wyndham Vale VIC 3024",House,live,1847.0,"('-37.8857192', '144.6012504')",-37.8857192,144.6012504
215,215,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7437,16058688,600.0,2,2,1,$600.00 per week,"605/51 Thislethwaite Street, South Melbourne VIC 3205",Apartment / Unit / Flat,live,2607.0,Just do it by hand,J,u
216,216,7481,7481,7481,7481,7481,7481,7481,7481,7481,7481,7481,7481,7481,7510,16058002,750.0,3,1,1,$750 per week,"12 Gertrude Street, Prahran VIC 3181",House,live,3259.0,"('-37.74656716', '145.00135568000002')",-37.74656716,145.00135568000002
217,217,7510,7510,7510,7510,7510,7510,7510,7510,7510,7510,7510,7510,7510,7539,16057804,390.0,3,1,3,$390.00 per week,"A Property Address Available on Application, Scotsburn VIC 3352",House,live,1690.0,Just do it by hand,J,u
218,218,7513,7513,7513,7513,7513,7513,7513,7513,7513,7513,7513,7513,7513,7542,16057789,460.0,3,2,2,$460.00 per week,"17 Abeckett Road, Bunyip VIC 3815",House,live,1999.0,"('-37.2159864', '145.4216285')",-37.2159864,145.4216285
219,219,7533,7533,7533,7533,7533,7533,7533,7533,7533,7533,7533,7533,7533,7562,16057622,440.0,4,2,2,$440 per week,"10 Echidna Drive, Beveridge VIC 3753",House,live,1912.0,"('-38.15014955', '145.28727562064245')",-38.15014955,145.28727562064245
220,220,7548,7548,7548,7548,7548,7548,7548,7548,7548,7548,7548,7548,7548,7577,16057525,490.0,1,1,1,$490 per week,"111/378-390 Saint Georges Road, Fitzroy North VIC 3068",Apartment / Unit / Flat,live,2129.0,"('-37.840873', '145.0185182')",-37.840873,145.0185182
221,221,7589,7589,7589,7589,7589,7589,7589,7589,7589,7589,7589,7589,7589,7618,16057206,420.0,3,2,2,$420.00 Per Week,"12 Langer Road, Deanside VIC 3336",House,live,1825.0,"('-38.1915126', '144.3902258')",-38.1915126,144.3902258
222,222,7613,7613,7613,7613,7613,7613,7613,7613,7613,7613,7613,7613,7613,7642,16056983,590.0,5,3,2,LEASED AT $590 PER WEEK!,"28 Fold Circuit, Bonnie Brook VIC 3335",House,live,2564.0,Just do it by hand,J,u
223,223,7665,7665,7665,7665,7665,7665,7665,7665,7665,7665,7665,7665,7665,7694,16056556,430.0,4,2,2,$430pw,"23 Tarrengower Street, Donnybrook VIC 3064",House,live,1868.0,"('-37.0089935', '144.0145908104185')",-37.0089935,144.0145908104185
224,224,7672,7672,7672,7672,7672,7672,7672,7672,7672,7672,7672,7672,7672,7701,16056498,400.0,3,2,1,$400,"31 Tucholsky Drive, Kalkallo VIC 3064",House,live,1738.0,Just do it by hand,J,u
225,225,7685,7685,7685,7685,7685,7685,7685,7685,7685,7685,7685,7685,7685,7714,16056368,420.0,4,2,2,$420,"1 Crepe Myrtle Close, Melton West VIC 3337",House,live,1825.0,"('-37.6677646', '144.5362657')",-37.6677646,144.5362657
226,226,7706,7706,7706,7706,7706,7706,7706,7706,7706,7706,7706,7706,7706,7735,16056231,590.0,3,1,0,$590pw / $2564pcm,"22 Oconnor Street, Brunswick East VIC 3057",House,live,2564.0,"('-38.4232071', '145.4369509')",-38.4232071,145.4369509
227,227,7807,7807,7807,7807,7807,7807,7807,7807,7807,7807,7807,7807,7807,7838,15991988,275.0,1,1,1,$275,"10/91 Grosvenor Street, St Kilda East VIC 3183",Apartment / Unit / Flat,live,1195.0,"('-37.8733703', '144.9961893')",-37.8733703,144.9961893
228,228,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7911,16054729,460.0,4,2,2,$460,"9 Annabel Street, Deanside VIC 3336",House,live,1993.0,"('-38.0487856', '145.3951055')",-38.0487856,145.3951055
229,229,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7906,7938,15351889,670.0,3,3,2,$670 per week,"4/15 Mccubin Street, Burwood VIC 3125",Townhouse,live,2911.0,Just do it by hand,J,u
230,230,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7948,7980,16054244,440.0,4,2,2,$440,"10 Mackinac Avenue, Wallan VIC 3756",House,live,1912.0,Just do it by hand,J,u
231,231,7981,7981,7981,7981,7981,7981,7981,7981,7981,7981,7981,7981,7981,8013,15220991,550.0,2,2,1,$550 per week,"102/9 Village Avenue, Brunswick East VIC 3057",Apartment / Unit / Flat,live,2173.0,"('-37.77188875', '144.97817745017483')",-37.77188875,144.97817745017483
232,232,8067,8067,8067,8067,8067,8067,8067,8067,8067,8067,8067,8067,8067,8100,16053423,480.0,4,2,2,$480,"6 Respite Way, Diggers Rest VIC 3427",House,live,2086.0,Just do it by hand,J,u
233,233,8070,8070,8070,8070,8070,8070,8070,8070,8070,8070,8070,8070,8070,8103,16053403,430.0,3,2,1,$430 weekly,"19 Keskadale Way, Clyde North VIC 3978",House,live,1868.0,Just do it by hand,J,u
234,234,8103,8103,8103,8103,8103,8103,8103,8103,8103,8103,8103,8103,8103,8136,16053219,550.0,4,2,2,$550,"13 Cultivation Circuit, Clyde VIC 3978",House,live,2390.0,Just do it by hand,J,u
235,235,8143,8143,8143,8143,8143,8143,8143,8143,8143,8143,8143,8143,8143,8177,16052970,430.0,4,2,2,$430,"27 Rainier Drive, Truganina VIC 3029",House,live,1868.0,"('-38.3387081', '144.983103')",-38.3387081,144.983103
236,236,8144,8144,8144,8144,8144,8144,8144,8144,8144,8144,8144,8144,8144,8178,16052965,630.0,2,2,1,$630 per week,"221/378-390 Saint Georges Road, Fitzroy North VIC 3068",Apartment / Unit / Flat,live,2737.0,"('-37.840873', '145.0185182')",-37.840873,145.0185182
237,237,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8179,16052956,590.0,3,3,2,"$590 PW / $2,564 PCM","67 Selbourne Street, Exford VIC 3338",House,live,2564.0,"('-37.7350719', '144.6025497')",-37.7350719,144.6025497
238,238,8244,8244,8244,8244,8244,8244,8244,8244,8244,8244,8244,8244,8244,8278,16052309,475.0,3,2,2,$475 pw,"128 Stonehill Drive, Bacchus Marsh VIC 3340",House,live,2064.0,"('-37.6852822', '144.4209101')",-37.6852822,144.4209101
239,239,8263,8263,8263,8263,8263,8263,8263,8263,8263,8263,8263,8263,8263,8297,16051901,400.0,1,1,1,$400 wk,"13 1137-1139 Doncaster Road, Donvale VIC 3111",Apartment / Unit / Flat,live,1739.0,"('-37.7688907', '145.1711973')",-37.7688907,145.1711973
240,240,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8300,16051886,370.0,2,1,1,$370 per week,"1/54 Oreilly Road, Tarneit VIC 3029",House,live,1608.0,"('-37.5866765', '144.7002655')",-37.5866765,144.7002655
241,241,8356,8356,8356,8356,8356,8356,8356,8356,8356,8356,8356,8356,8356,8390,16051246,410.0,3,2,2,$410.00 per week,"21 South Hampton Drive, Point Cook VIC 3030",House,live,1782.0,"('-37.9318799', '145.0248545')",-37.9318799,145.0248545
242,242,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8404,16051135,420.0,3,2,2,$420 per week,"1 Langer Road, Deanside VIC 3336",House,live,1825.0,"('-38.1915126', '144.3902258')",-38.1915126,144.3902258
243,243,8412,8412,8412,8412,8412,8412,8412,8412,8412,8412,8412,8412,8412,8446,16050747,370.0,2,2,1,$370 per week ($1608 pcm),"37 Joey Crescent, Deanside VIC 3336",Townhouse,live,1608.0,Just do it by hand,J,u
244,244,8465,8465,8465,8465,8465,8465,8465,8465,8465,8465,8465,8465,8465,8500,14489154,440.0,3,2,2,$440,"8 Cyan Walk, Craigieburn VIC 3064",Townhouse,live,1912.0,"('-37.7286092', '144.9796608')",-37.7286092,144.9796608
245,245,8520,8520,8520,8520,8520,8520,8520,8520,8520,8520,8520,8520,8520,8555,14273099,400.0,2,1,1,$400 per week,"132/115 Neerim Road, Glen Huntly VIC 3163",Apartment / Unit / Flat,live,1738.0,"('-37.886832839024386', '145.0413227707317')",-37.886832839024386,145.0413227707317
246,246,8539,8539,8539,8539,8539,8539,8539,8539,8539,8539,8539,8539,8539,8574,16049768,430.0,4,2,2,$430 per week,"15 Sprinter Way, Winter Valley VIC 3358",House,live,1868.0,Just do it by hand,J,u
247,247,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8578,16049754,485.0,3,1,1,$485 weekly,"4/14 Wrexham Rd, Prahran VIC 3181",Apartment / Unit / Flat,live,2107.0,"('-37.8566906', '145.0011149')",-37.8566906,145.0011149
248,248,8545,8545,8545,8545,8545,8545,8545,8545,8545,8545,8545,8545,8545,8580,16049739,385.0,1,1,1,$385.00,"31/219-227 Auburn Road, Hawthorn East VIC 3123",Apartment / Unit / Flat,live,1673.0,"('-37.8253477', '145.0455076')",-37.8253477,145.0455076
249,249,8549,8549,8549,8549,8549,8549,8549,8549,8549,8549,8549,8549,8549,8584,15450947,500.0,4,2,4,$500,"80 Pobblebonk Crescent, Clyde North VIC 3978",House,live,2173.0,Just do it by hand,J,u
250,250,8558,8558,8558,8558,8558,8558,8558,8558,8558,8558,8558,8558,8558,8593,16049693,500.0,4,2,2,$500 per week,"18 Fawkner Crescent, Armstrong Creek VIC 3217",House,live,2216.0,"('-37.7501131', '144.8634702')",-37.7501131,144.8634702
251,251,8587,8587,8587,8587,8587,8587,8587,8587,8587,8587,8587,8587,8587,8622,16049385,380.0,3,2,2,$380 per week,"6 Jasper Way, Strathtulloh VIC 3338",House,live,1651.0,"('-37.7148145', '144.58966')",-37.7148145,144.58966
252,252,8675,8675,8675,8675,8675,8675,8675,8675,8675,8675,8675,8675,8675,8710,16048543,830.0,3,2,1,$830 weekly,"32 Jessie St, Richmond VIC 3121",Townhouse,live,3607.0,"('-37.8265454', '144.9901773')",-37.8265454,144.9901773
253,253,8678,8678,8678,8678,8678,8678,8678,8678,8678,8678,8678,8678,8678,8713,16048516,430.0,4,2,2,$430 per week,"1 Somers Street, Plumpton VIC 3335",House,live,1868.0,"('-37.8779758', '145.147872')",-37.8779758,145.147872
254,254,8699,8699,8699,8699,8699,8699,8699,8699,8699,8699,8699,8699,8699,8734,16048249,250.0,2,1,0,$250,"rear/25 Alfreida St, St Albans VIC 3021",Apartment / Unit / Flat,live,1086.0,Just do it by hand,J,u
255,255,8721,8721,8721,8721,8721,8721,8721,8721,8721,8721,8721,8721,8721,8756,16048105,480.0,1,1,1,$480 weekly,"109/6 Station St, Caulfield North VIC 3161",Apartment / Unit / Flat,live,2086.0,"('-36.164924400000004', '145.88084048312294')",-36.164924400000004,145.88084048312294
256,256,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8728,8763,16048055,450.0,3,2,2,$450,"15 Bellvue drive, Truganina VIC 3029",House,live,1950.0,Just do it by hand,J,u
257,257,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8748,8783,16047758,500.0,4,2,2,$500 weekly,"20 Saltbreeze Boulevarde, Armstrong Creek VIC 3217",House,live,2172.0,Just do it by hand,J,u
258,258,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8813,8848,16047005,410.0,4,2,2,$410.00,"67 Heidelberg Street, Mambourin VIC 3024",House,live,1782.0,"('-37.8903089', '144.594303')",-37.8903089,144.594303
259,259,8841,8841,8841,8841,8841,8841,8841,8841,8841,8841,8841,8841,8841,8876,16046621,395.0,4,2,2,$395 per week pw,"9 Maracana Circuit, Melton South VIC 3338",House,live,1716.0,"('-37.7158156', '144.5921896')",-37.7158156,144.5921896
260,260,8907,8907,8907,8907,8907,8907,8907,8907,8907,8907,8907,8907,8907,8942,16045871,350.0,3,1,1,$350 per week,"33 Gum Road, St Albans VIC 3021",House,live,1520.0,"('-37.9613604', '144.4135937')",-37.9613604,144.4135937
261,261,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,9001,16045357,440.0,4,2,2,$440,"41 Joey crescent, Deanside VIC 3336",House,live,1906.0,Just do it by hand,J,u
262,262,8980,8980,8980,8980,8980,8980,8980,8980,8980,8980,8980,8980,8980,9015,16045176,390.0,3,2,2,$390 pw,"14 Barleysheaf Drive, Miners Rest VIC 3352",House,live,1560.0,Just do it by hand,J,u
263,263,9011,9011,9011,9011,9011,9011,9011,9011,9011,9011,9011,9011,9011,9046,16044525,1050.0,5,3,2,"$1,050.00","14 Hardwicke Street, Balwyn VIC 3103",House,live,5250.0,"('-37.8088294', '145.0722254')",-37.8088294,145.0722254
264,264,9025,9025,9025,9025,9025,9025,9025,9025,9025,9025,9025,9025,9025,9060,16044378,475.0,3,2,2,$475,"6 Fawkner Crescent, Armstrong Creek VIC 3217",House,live,2064.0,"('-37.7501131', '144.8634702')",-37.7501131,144.8634702
265,265,9027,9027,9027,9027,9027,9027,9027,9027,9027,9027,9027,9027,9027,9062,9473178,375.0,3,2,1,$375.00 per week,"28 Little Windrock Avenue, Craigieburn VIC 3064",Townhouse,live,1629.0,"('-37.588897', '144.9155176')",-37.588897,144.9155176
266,266,9037,9037,9037,9037,9037,9037,9037,9037,9037,9037,9037,9037,9037,9072,16044268,450.0,4,2,2,$450 pw,"33 Walters Way, Alfredton VIC 3350",House,live,1950.0,Just do it by hand,J,u
267,267,9048,9048,9048,9048,9048,9048,9048,9048,9048,9048,9048,9048,9048,9083,16044172,485.0,4,3,2,$485 pwk,"9 Lockerbie Street, Kalkallo VIC 3064",House,live,2107.0,"('-37.647505', '144.8967686')",-37.647505,144.8967686
268,268,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9104,16043957,450.0,4,2,2,$450,"6 Darling Street, Donnybrook VIC 3064",House,live,1955.0,"('-37.53986005', '144.96661128369982')",-37.53986005,144.96661128369982
269,269,9091,9091,9091,9091,9091,9091,9091,9091,9091,9091,9091,9091,9091,9127,16043720,400.0,1,1,0,$400 per week,"712/478 Saint Kilda Road, Melbourne VIC 3000",Apartment / Unit / Flat,live,1738.0,"('-38.2081831', '145.0928262')",-38.2081831,145.0928262
270,270,9142,9142,9142,9142,9142,9142,9142,9142,9142,9142,9142,9142,9142,9178,16043148,495.0,3,3,1,$495,"3/13 Hurtle Street, Thomastown VIC 3074",Townhouse,live,2151.0,"('-37.7721458', '144.9038399')",-37.7721458,144.9038399
271,271,9178,9178,9178,9178,9178,9178,9178,9178,9178,9178,9178,9178,9178,9214,16042809,430.0,2,1,1,$430 per week,"1/2 Clan Brae Avenue, Burwood VIC 3125",Apartment / Unit / Flat,live,1868.0,Just do it by hand,J,u
272,272,9274,9274,9274,9274,9274,9274,9274,9274,9274,9274,9274,9274,9274,9310,16041915,460.0,2,1,1,$460 per week,"6/667 Glenhuntly Road, Caulfield VIC 3162",Apartment / Unit / Flat,live,1998.0,"('-37.8866234', '145.02683876636604')",-37.8866234,145.02683876636604
273,273,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9288,9324,16041699,310.0,1,1,1,$310,"9/22 Crimea Street, St Kilda East VIC 3183",Apartment / Unit / Flat,live,1347.0,"('-38.1788857', '144.5598719')",-38.1788857,144.5598719
274,274,9302,9302,9302,9302,9302,9302,9302,9302,9302,9302,9302,9302,9302,9338,16041536,380.0,3,1,2,$380,"295 Labertouche Road, Labertouche VIC 3816",House,live,1651.0,"('-38.0362072', '145.8010803')",-38.0362072,145.8010803
275,275,9358,9358,9358,9358,9358,9358,9358,9358,9358,9358,9358,9358,9358,9394,16040934,500.0,3,2,1,$500,"7 Lynne Street, Seaford VIC 3198",House,live,2173.0,"('-37.8714758', '145.2394878')",-37.8714758,145.2394878
276,276,9397,9397,9397,9397,9397,9397,9397,9397,9397,9397,9397,9397,9397,9433,16040547,460.0,4,2,2,$460 Per Week,"16 Tassel Drive, Warragul VIC 3820",House,live,1999.0,"('-38.3203865', '144.9913093')",-38.3203865,144.9913093
277,277,9439,9439,9439,9439,9439,9439,9439,9439,9439,9439,9439,9439,9439,9475,16040104,400.0,4,2,2,$400 per week ($1738 pcm),"14 Trafalgar Street, Strathtulloh VIC 3338",House,live,1738.0,"('-37.7346932', '144.6055704')",-37.7346932,144.6055704
278,278,9658,9658,9658,9658,9658,9658,9658,9658,9658,9658,9658,9658,9658,9694,7013075,1300.0,4,3,2,"$1,300","46 Pickle St, Albert Park VIC 3206",House,live,5659.0,Just do it by hand,J,u
279,279,9703,9703,9703,9703,9703,9703,9703,9703,9703,9703,9703,9703,9703,9739,16036880,775.0,2,1,0,$775.00,"Upstairs 173 Brunswick Street, Fitzroy VIC 3065",Apartment / Unit / Flat,live,3454.0,Just do it by hand,J,u
280,280,9754,9754,9754,9754,9754,9754,9754,9754,9754,9754,9754,9754,9754,9790,16036261,400.0,4,2,2,$400 per week,"22 Foxtail Circuit, Wallan VIC 3756",House,live,1738.0,Just do it by hand,J,u
281,281,9791,9791,9791,9791,9791,9791,9791,9791,9791,9791,9791,9791,9791,9827,16035753,600.0,4,2,2,$600.00 per week,"18 Elphicks Way, Mildura VIC 3500",House,live,2600.0,Just do it by hand,J,u
282,282,9827,9827,9827,9827,9827,9827,9827,9827,9827,9827,9827,9827,9827,9863,16035265,440.0,4,2,2,$440 Per Week,"2 Alkington Street, Strathtulloh VIC 3338",House,live,1912.0,"('-37.7259244', '144.5923917')",-37.7259244,144.5923917
283,283,9836,9836,9836,9836,9836,9836,9836,9836,9836,9836,9836,9836,9836,9872,16035077,365.0,3,2,1,$365 pw,"113 West Melton Drive, Melton West VIC 3337",House,live,1582.0,"('-37.6867947', '144.5842001')",-37.6867947,144.5842001
284,284,9930,9930,9930,9930,9930,9930,9930,9930,9930,9930,9930,9930,9930,9966,16033697,420.0,3,2,1,$420 per week,"13 Orton Crescent, Bacchus Marsh VIC 3340",House,live,1820.0,"('-37.6871804', '144.417554')",-37.6871804,144.417554
285,285,10012,10012,10012,10012,10012,10012,10012,10012,10012,10012,10012,10012,10012,10048,16032362,550.0,2,2,1,$550 per week,"4/147 Risby Lane, Mildura VIC 3500",Townhouse,live,2383.0,Just do it by hand,J,u
286,286,10065,10065,10065,10065,10065,10065,10065,10065,10065,10065,10065,10065,10065,10101,16031862,480.0,2,2,1,$480PW,"112b/57 Middlebourough Road, Burwood VIC 3125",Apartment / Unit / Flat,live,2086.0,Just do it by hand,J,u
287,287,10105,10105,10105,10105,10105,10105,10105,10105,10105,10105,10105,10105,10105,10141,16031217,580.0,3,1,0,$580 Per Week,"3 Albert Street, Prahran VIC 3181",House,live,2520.0,"('-37.8110093', '144.9652408')",-37.8110093,144.9652408
288,288,10116,10116,10116,10116,10116,10116,10116,10116,10116,10116,10116,10116,10116,10152,16031034,420.0,4,2,2,$420,"23 Loxwood Drive, Deer Park VIC 3023",House,live,1820.0,"('-37.7806388', '144.7554892')",-37.7806388,144.7554892
289,289,10126,10126,10126,10126,10126,10126,10126,10126,10126,10126,10126,10126,10126,10162,16030846,330.0,2,1,0,$330 per week,"25 Sunglow Avenue, Golden Beach VIC 3851",House,live,1320.0,"('-38.2063502', '147.4039663')",-38.2063502,147.4039663
290,290,10144,10144,10144,10144,10144,10144,10144,10144,10144,10144,10144,10144,10144,10180,13586548,450.0,1,1,1,$450,"A311/2 Caufield Boulevard, Caulfield North VIC 3161",Apartment / Unit / Flat,live,1955.0,Just do it by hand,J,u
291,291,10149,10149,10149,10149,10149,10149,10149,10149,10149,10149,10149,10149,10149,10185,11935961,285.0,1,1,1,$285,"2/99 NEERIM ROAD, Glen Huntly VIC 3163",Apartment / Unit / Flat,live,1235.0,"('-37.88663548617886', '145.03971765203252')",-37.88663548617886,145.03971765203252
292,292,10170,10170,10170,10170,10170,10170,10170,10170,10170,10170,10170,10170,10170,10206,16030065,430.0,4,2,2,$430,"17 Rainier Drv, Truganina VIC 3029",House,live,1863.0,Just do it by hand,J,u
293,293,10308,10308,10308,10308,10308,10308,10308,10308,10308,10308,10308,10308,10308,10345,16028030,500.0,2,1,0,$500 per week,"508/616 Little Collins Street Street, Melbourne VIC 3000",Apartment / Unit / Flat,live,2173.0,"('-37.8177558', '144.9542833')",-37.8177558,144.9542833
294,294,10483,10483,10483,10483,10483,10483,10483,10483,10483,10483,10483,10483,10483,10521,16025145,530.0,2,2,1,$530.00,"101/687 Glenhuntly Road, Caulfield South VIC 3162",Apartment / Unit / Flat,live,2303.0,"('-37.8923791', '145.0413689')",-37.8923791,145.0413689
295,295,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10591,12893014,440.0,3,2,2,$440,"20 Fagg Street, East Geelong VIC 3219",House,live,1912.0,"('-38.1667764', '144.3808373')",-38.1667764,144.3808373
296,296,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10613,16023474,350.0,3,1,2,$350.00 Per Week,"1/55 Ivanhoe Street, St Albans VIC 3021",House,live,1564.0,"('-37.7437091', '144.8137227')",-37.7437091,144.8137227
297,297,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10631,16023047,600.0,4,2,2,$600 weekly,"17 Glen Cairn Avenue, Ringwood VIC 3134",House,live,2607.0,Just do it by hand,J,u
298,298,10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,10753,16020013,160.0,1,1,0,$160.00,"B30 BERTH MARTHA COVE MARINA, Safety Beach VIC 3936",House,live,200.0,Just do it by hand,J,u
299,299,10814,10814,10814,10814,10814,10814,10814,10814,10814,10814,10814,10814,10814,10855,16017664,450.0,4,2,2,$450 pw,"12 Delphinus Crescent, Roxburgh Park VIC 3064",House,live,1950.0,Just do it by hand,J,u
300,300,10883,10883,10883,10883,10883,10883,10883,10883,10883,10883,10883,10883,10883,10924,16016234,425.0,4,2,2,$425/week,"56 Curtin Dr, Deanside VIC 3336",House,live,1847.0,"('-37.5626522', '144.7311776')",-37.5626522,144.7311776
