,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,price,beds,baths,parking,title,address,propertyType,status,bond,Coordinates,Latitude,Longitude
83,83,2463,2463,2463,2463,2463,2463,2463,2463,2463,2463,2463,2463,2463,2475,16081571,420.0,3,2,2,$420 pw,"4 Shepherd Street, Wallan VIC 3756",House,live,1825.0,"('-37.8840305', '145.1804697')",-37.8840305,145.1804697
84,84,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2503,16081453,480.0,3,1,0,$480 per week,"1 Belle Vue Avenue, Ringwood VIC 3134",House,live,2086.0,"('-37.757221', '145.3589433')",-37.757221,145.3589433
85,85,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2580,16081211,410.0,4,2,2,$410 weekly,"41 Samuel Rd, Weir Views VIC 3338",House,live,1782.0,"('-37.8445414', '145.145607')",-37.8445414,145.145607
86,86,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2595,16081174,330.0,1,1,1,$330 per week,"1/43 Lantana Road, Elsternwick VIC 3185",Apartment / Unit / Flat,live,1434.0,"('-37.9202186', '145.1260962')",-37.9202186,145.1260962
87,87,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,2596,16081169,410.0,4,2,2,$410,"11 Carfin Circuit, Thornhill Park VIC 3335",House,live,1782.0,Just do it by hand,J,u
88,88,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2686,16080758,380.0,3,2,2,$380 per week,"104 Jester Drive, Melton South VIC 3338",House,live,1651.0,"('-37.7069615', '144.5860232')",-37.7069615,144.5860232
89,89,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719,2732,16080581,890.0,3,1,2,$890 per week,"31 McIlwrick Street, Prahran VIC 3181",House,live,3867.0,"('-37.8558729', '144.9940749')",-37.8558729,144.9940749
90,90,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742,2755,16080492,400.0,3,2,1,$400,"22 Annabel street, Deanside VIC 3336",House,live,1733.0,Just do it by hand,J,u
91,91,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2888,16080043,450.0,3,2,2,$450,"22 Tinker Walk, Officer VIC 3809",Townhouse,live,1955.0,Just do it by hand,J,u
92,92,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2904,16079965,750.0,4,3,2,$750.00,"25B Grovelands Road, Mulgrave VIC 3170",House,live,3259.0,"('-37.932882', '145.1828862')",-37.932882,145.1828862
93,93,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2944,16079808,650.0,3,2,2,$650.00,"5 Le Fevre Street, Spotswood VIC 3015",Townhouse,live,2824.0,Just do it by hand,J,u
94,94,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2975,16079703,370.0,2,1,1,$370,"1/11 Leonard Street, Glenroy VIC 3046",Apartment / Unit / Flat,live,1608.0,"('-37.7024407', '144.9305849')",-37.7024407,144.9305849
95,95,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3119,16079210,420.0,2,1,4,$420 PER WEEK,"113 Outwaite Road, Heidelberg West VIC 3081",House,live,1825.0,Just do it by hand,J,u
96,96,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3231,16078677,500.0,3,2,2,$500 per week,"12 Livingston Blvd, Benalla VIC 3672",House,live,2166.0,Just do it by hand,J,u
97,97,3246,3246,3246,3246,3246,3246,3246,3246,3246,3246,3246,3246,3246,3260,16078569,300.0,2,1,0,$300 Per Week,"2/55 Coster Circuit, Traralgon VIC 3844",Apartment / Unit / Flat,live,1300.0,Just do it by hand,J,u
98,98,3396,3396,3396,3396,3396,3396,3396,3396,3396,3396,3396,3396,3396,3410,16078049,550.0,4,2,2,$550 Wk,"15 Houghton Cresent, Eagle Point VIC 3878",House,live,2200.0,Just do it by hand,J,u
99,99,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3407,3421,16078002,550.0,2,1,1,$550 per week,"602/38 Albemarle, Kensington VIC 3031",Apartment / Unit / Flat,recentlyUpdated,2390.0,"('-37.85024', '145.0886293')",-37.85024,145.0886293
100,100,3439,3439,3439,3439,3439,3439,3439,3439,3439,3439,3439,3439,3439,3453,16077911,350.0,2,1,1,$350.00 per week,"11/81 Grosvenor Street, St Kilda East VIC 3183",Apartment / Unit / Flat,live,1521.0,"('-37.8733703', '144.9961893')",-37.8733703,144.9961893
101,101,3509,3509,3509,3509,3509,3509,3509,3509,3509,3509,3509,3509,3509,3523,16077694,360.0,2,1,1,$360 per week,"2/59 Strathaven Drive, Berwick VIC 3806",Apartment / Unit / Flat,live,1564.0,"('-37.7510653', '145.371834')",-37.7510653,145.371834
102,102,3563,3563,3563,3563,3563,3563,3563,3563,3563,3563,3563,3563,3563,3577,16077532,390.0,4,2,1,$390 per week,"63 Princes Circuit, Wallan VIC 3756",House,leased,1695.0,"('-37.5842258', '144.9366482')",-37.5842258,144.9366482
103,103,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663,3679,14948872,400.0,3,2,1,$400 Per Week,"15 Desmodium Street, Kalkallo VIC 3064",House,live,1738.0,"('-37.5364696', '144.9606359')",-37.5364696,144.9606359
104,104,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3711,16066884,500.0,4,2,0,$500 per week,"61 Waterlinks Esplanade, Horsham VIC 3400",House,live,2172.0,Just do it by hand,J,u
105,105,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3705,3721,16077070,470.0,2,2,1,$470.00 per week,"3/430 Latrobe Terrace, Newtown VIC 3220",House,live,2042.0,"('-38.1371199', '144.3528958')",-38.1371199,144.3528958
106,106,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3719,3735,16077013,420.0,4,2,2,$420,"3 Annabel Street, Deanside VIC 3336",House,live,1825.0,"('-38.0487856', '145.3951055')",-38.0487856,145.3951055
107,107,3737,3737,3737,3737,3737,3737,3737,3737,3737,3737,3737,3737,3737,3753,16076967,420.0,2,2,1,$420,"302/91 Wattlebird Court, Sunshine North VIC 3020",House,live,1825.0,"('-37.8803257', '144.6684046')",-37.8803257,144.6684046
108,108,3771,3771,3771,3771,3771,3771,3771,3771,3771,3771,3771,3771,3771,3787,16076856,330.0,3,3,1,$330,"2 Viewpoint Street, Ararat VIC 3377",House,live,1434.0,"('-37.8862812', '145.1725098')",-37.8862812,145.1725098
109,109,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,3796,16076816,380.0,4,2,2,$380,"18 Perceval Place, Mambourin VIC 3024",House,live,1652.0,Just do it by hand,J,u
110,110,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3793,3809,16076777,430.0,4,2,4,$430 pw,"18 Cooloongup Crescent, Melton West VIC 3337",House,live,1868.0,"('-37.6654674', '144.5548144')",-37.6654674,144.5548144
111,111,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3804,3820,16076710,550.0,3,1,1,$550.00,"58 Lindisfarne Street, Burwood East VIC 3151",House,live,2390.0,"('-37.8548528', '145.150454')",-37.8548528,145.150454
112,112,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3872,16076535,385.0,2,1,2,$385 per week,"4/107 Old Princess Highway, Beaconsfield VIC 3807",Apartment / Unit / Flat,live,1673.0,Just do it by hand,J,u
113,113,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,3874,15378752,450.0,4,2,2,$450 p.w.,"55 Wedgetail Drive, Winter Valley VIC 3358",House,live,1950.0,"('-38.1615511', '144.2070644')",-38.1615511,144.2070644
114,114,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3930,16076345,630.0,5,2,0,$630.00,"8 Grey Street, Coburg VIC 3058",House,live,2738.0,"('-37.7373048', '144.9789225')",-37.7373048,144.9789225
115,115,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3939,14192899,400.0,4,2,2,$400,"20 Bickley Street, Melton West VIC 3337",House,live,1738.0,"('-37.6563695', '144.5714068')",-37.6563695,144.5714068
116,116,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3958,16076225,280.0,2,1,0,$280.00 Per Week,"5A Bolton Drive, Strathdale VIC 3550",House,live,1217.0,"('-34.9597675', '142.93753269088756')",-34.9597675,142.93753269088756
117,117,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3946,3962,16076207,400.0,2,2,2,$400,"Ground Level, Apartment 5, 33 Quay Boulevard, Werribee South VIC 3030",Apartment / Unit / Flat,live,1738.0,"('-37.9425347', '145.0531116')",-37.9425347,145.0531116
118,118,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3978,15930196,450.0,2,1,1,$450 per week,"16/667 Glenhuntly Road, Caulfield VIC 3162",Apartment / Unit / Flat,live,1955.0,"('-37.8866234', '145.02683876636604')",-37.8866234,145.02683876636604
119,119,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3977,3993,16076117,700.0,4,3,2,$700 Per Week,"4 Kepsi Place, Croydon VIC 3136",House,live,3042.0,Just do it by hand,J,u
120,120,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4046,16075967,550.0,2,2,1,$550.00,"2A Prince Edwards Avenue, McKinnon VIC 3204",Townhouse,live,2390.0,Just do it by hand,J,u
121,121,4034,4034,4034,4034,4034,4034,4034,4034,4034,4034,4034,4034,4034,4050,10533956,695.0,3,2,2,$695,"8 LaFrank St, Burwood VIC 3125",Townhouse,live,3020.0,Just do it by hand,J,u
122,122,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,4038,4054,16075936,500.0,4,2,2,$500,"25 Monomeath Street, Mickleham VIC 3064",House,live,2172.0,"('-37.8406312', '145.0315959')",-37.8406312,145.0315959
123,123,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4062,16075894,650.0,3,2,3,$650,"10 Cineria Avenue, Ferntree Gully VIC 3156",House,live,2825.0,Just do it by hand,J,u
124,124,4053,4053,4053,4053,4053,4053,4053,4053,4053,4053,4053,4053,4053,4069,16075880,400.0,2,1,1,$400.00 per week,"4/1110-1114 Glenhuntly Road, Glen Huntly VIC 3163",Apartment / Unit / Flat,live,1738.0,"('-37.8923791', '145.0413689')",-37.8923791,145.0413689
125,125,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4111,11251299,440.0,4,2,1,$440.00,"5 Andersons Road, Kilmore VIC 3764",House,live,1907.0,"('-37.7770082', '145.16458707366843')",-37.7770082,145.16458707366843
126,126,4236,4236,4236,4236,4236,4236,4236,4236,4236,4236,4236,4236,4236,4252,16075257,420.0,4,2,2,$420 per week,"6 Sprinter Way, Winter Valley VIC 3358",House,live,1820.0,Just do it by hand,J,u
127,127,4237,4237,4237,4237,4237,4237,4237,4237,4237,4237,4237,4237,4237,4254,16075253,380.0,3,1,1,$380 per week,"Contact Agent, Maffra VIC 3860",House,live,1520.0,Just do it by hand,J,u
128,128,4266,4266,4266,4266,4266,4266,4266,4266,4266,4266,4266,4266,4266,4284,16075145,450.0,3,1,1,$450 weekly,"Rear 95 Springvale Road, Springvale VIC 3171",House,live,1955.0,Just do it by hand,J,u
129,129,4415,4415,4415,4415,4415,4415,4415,4415,4415,4415,4415,4415,4415,4433,16074270,420.0,3,2,1,$420 Per Week,"13 Valiant Street, Deanside VIC 3336",Townhouse,live,1820.0,"('-37.8675293', '145.1877381')",-37.8675293,145.1877381
130,130,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,4493,16007846,420.0,4,2,2,$420 per week,"29 Walters Way, Alfredton VIC 3350",House,leased,1825.0,Just do it by hand,J,u
131,131,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4530,16073916,850.0,4,1,0,$850.00,"269 Glenlyon Street, Fitzroy North VIC 3068",House,live,3693.0,"('-37.7736012', '144.98187435')",-37.7736012,144.98187435
132,132,4515,4515,4515,4515,4515,4515,4515,4515,4515,4515,4515,4515,4515,4533,16073905,395.0,4,2,2,$395 PER WEEK,"18 Brittle Street, Wyndham Vale VIC 3024",House,live,1717.0,"('-37.8652736', '144.5918213')",-37.8652736,144.5918213
133,133,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,4553,16073835,375.0,4,2,2,$375 Per Week,"53 James Melrose Drive St, Brookfield VIC 3338",House,live,1630.0,Just do it by hand,J,u
134,134,4565,4565,4565,4565,4565,4565,4565,4565,4565,4565,4565,4565,4565,4583,16073733,460.0,4,2,3,$460 per week,"1 Warbler Court, Winter Valley VIC 3358",House,live,1993.0,"('-38.1109392', '145.1786298')",-38.1109392,145.1786298
135,135,4569,4569,4569,4569,4569,4569,4569,4569,4569,4569,4569,4569,4569,4587,16073724,350.0,3,2,2,$350pw/ $1521pcm,"24 Lady Penrhyn Drive, Melton West VIC 3337",House,leased,1521.0,"('-37.6679525', '144.5543513')",-37.6679525,144.5543513
136,136,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4570,4588,16073725,340.0,4,2,2,$340pw/ $1477 pcm,"5 Gillespie Drive, Melton South VIC 3338",House,live,1477.0,"('-37.716266', '144.5545562')",-37.716266,144.5545562
137,137,4601,4601,4601,4601,4601,4601,4601,4601,4601,4601,4601,4601,4601,4619,16073621,340.0,2,1,2,$340,"86 Nelson Drive, Altona Meadows VIC 3028",House,live,1477.0,"('-37.8798218', '144.7766445')",-37.8798218,144.7766445
138,138,4627,4627,4627,4627,4627,4627,4627,4627,4627,4627,4627,4627,4627,4645,16073485,300.0,2,1,2,$300.00 per week,"1130 Armstrong Street, Ballarat North VIC 3350",House,live,1303.0,"('-37.54646', '143.859106')",-37.54646,143.859106
139,139,4632,4632,4632,4632,4632,4632,4632,4632,4632,4632,4632,4632,4632,4651,16073476,460.0,4,2,2,$460 pw,"11 St Laurent Boulevarde, Point Cook VIC 3030",House,live,1999.0,Just do it by hand,J,u
140,140,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4640,4659,16073424,390.0,2,1,1,$390PW / AVAIL. 26.09.22,"2/63 Grey Steet, Traralgon VIC 3844",House,live,1695.0,Just do it by hand,J,u
141,141,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4679,16073337,450.0,3,2,1,$450,"17 Mollison Avenue, Dandenong North VIC 3175",House,live,1955.0,"('-37.9655785', '145.2007045')",-37.9655785,145.2007045
142,142,4674,4674,4674,4674,4674,4674,4674,4674,4674,4674,4674,4674,4674,4693,16073276,440.0,4,2,2,$440 per week,"32 Echidna Drive, Beveridge VIC 3753",House,live,1912.0,"('-37.6991707', '145.1750282')",-37.6991707,145.1750282
143,143,4685,4685,4685,4685,4685,4685,4685,4685,4685,4685,4685,4685,4685,4704,16073233,495.0,3,2,2,$495 weekly,"1 Fowler Walk, Sunbury VIC 3429",House,recentlyUpdated,2151.0,Just do it by hand,J,u
144,144,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4722,16073139,500.0,3,2,2,$500 wk,"67 Weir Loop, Bundoora VIC 3083",House,live,2173.0,Just do it by hand,J,u
145,145,4731,4731,4731,4731,4731,4731,4731,4731,4731,4731,4731,4731,4731,4750,16073046,1200.0,3,2,2,$1200 per week,"Penthouse 203, 6/Penthouse 203, 6 Fernhill Rd, Sandringham VIC 3191",Apartment / Unit / Flat,live,6000.0,Just do it by hand,J,u
146,146,4748,4748,4748,4748,4748,4748,4748,4748,4748,4748,4748,4748,4748,4767,16072994,430.0,3,2,2,$430,"1 Cerulean Walk, Craigieburn VIC 3064",Townhouse,live,1869.0,Just do it by hand,J,u
147,147,4846,4846,4846,4846,4846,4846,4846,4846,4846,4846,4846,4846,4846,4865,16072613,685.0,3,1,1,$685,"401/83 Queensbridge Street, Southbank VIC 3006",House,live,2976.0,"('-37.8212116', '144.9619189982564')",-37.8212116,144.9619189982564
148,148,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4866,4885,16072516,480.0,4,2,2,$480,"14 Valiant Street, Deanside VIC 3336",House,live,2080.0,"('-37.5935683', '143.8045737')",-37.5935683,143.8045737
149,149,4940,4940,4940,4940,4940,4940,4940,4940,4940,4940,4940,4940,4940,4959,16072277,450.0,4,2,2,$450 Per Week pw,"44 Ruislip Avenue, Strathtulloh VIC 3338",House,live,1955.0,"('-37.7223605', '144.5961124')",-37.7223605,144.5961124
150,150,4952,4952,4952,4952,4952,4952,4952,4952,4952,4952,4952,4952,4952,4971,16072222,430.0,3,2,1,$430 per week,"15 Tanzanite Circuit, Craigieburn VIC 3064",Townhouse,live,1868.0,Just do it by hand,J,u
151,151,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4979,16072192,400.0,4,2,2,$400 weekly,"9 Smile Crescent, Lot 451, Wyndham Vale VIC 3024",House,live,1738.0,"('-37.85165465', '144.59135591563847')",-37.85165465,144.59135591563847
152,152,4987,4987,4987,4987,4987,4987,4987,4987,4987,4987,4987,4987,4987,5006,16072076,390.0,3,2,1,$390 Per Week,"1/1 Lockwood Court, Plumpton VIC 3335",Apartment / Unit / Flat,live,1694.0,"('-37.7109489', '144.7244848')",-37.7109489,144.7244848
153,153,4988,4988,4988,4988,4988,4988,4988,4988,4988,4988,4988,4988,4988,5007,16072075,950.0,3,2,2,$950 per week,"6/13 Wrexham Road, Prahran VIC 3181",Townhouse,live,4750.0,"('-37.8566906', '145.0011149')",-37.8566906,145.0011149
154,154,5037,5037,5037,5037,5037,5037,5037,5037,5037,5037,5037,5037,5037,5056,15802327,420.0,3,2,3,$420 per week/$1820 per month,"11a Wellington Street, Bacchus Marsh VIC 3340",Apartment / Unit / Flat,live,1820.0,"('-38.138699450000004', '144.35253752043258')",-38.138699450000004,144.35253752043258
155,155,5076,5076,5076,5076,5076,5076,5076,5076,5076,5076,5076,5076,5076,5095,16071636,460.0,4,2,2,$460,"7 Jonquil Walk, Diggers Rest VIC 3427",Townhouse,live,1999.0,Just do it by hand,J,u
156,156,5138,5138,5138,5138,5138,5138,5138,5138,5138,5138,5138,5138,5138,5157,16071316,400.0,3,2,2,$400,"13 Hawkstone Road, Wyndham Vale VIC 3024",House,live,1738.0,"('-37.8640487', '144.598588')",-37.8640487,144.598588
157,157,5158,5158,5158,5158,5158,5158,5158,5158,5158,5158,5158,5158,5158,5177,16071214,430.0,4,2,2,$430.00,"6 Herridge Street, Mickleham VIC 3064",House,live,1868.0,"('-37.6284572', '145.0124904')",-37.6284572,145.0124904
158,158,5231,5231,5231,5231,5231,5231,5231,5231,5231,5231,5231,5231,5231,5251,16070815,325.0,1,1,1,$325.00,"1/91 Grosvenor Street, St Kilda East VIC 3183",Apartment / Unit / Flat,live,1412.0,"('-37.8733703', '144.9961893')",-37.8733703,144.9961893
159,159,5273,5273,5273,5273,5273,5273,5273,5273,5273,5273,5273,5273,5273,5294,16070629,480.0,4,2,2,$480 per week,"33 Hardie Place, Stratford VIC 3862",House,live,1920.0,Just do it by hand,J,u
160,160,5412,5412,5412,5412,5412,5412,5412,5412,5412,5412,5412,5412,5412,5435,16069811,450.0,3,2,1,$450 pw,"19 Handsworth Court, Tullamarine VIC 3043",House,live,1955.0,Just do it by hand,J,u
161,161,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5454,16069726,480.0,4,2,2,$480 Per Week,"4 Yerrim Lane, Sydenham VIC 3037",House,live,2086.0,Just do it by hand,J,u
162,162,5435,5435,5435,5435,5435,5435,5435,5435,5435,5435,5435,5435,5435,5458,10234512,400.0,2,1,1,$400.00 per week,"6/23 Carlisle Avenue, St Kilda East VIC 3183",Apartment / Unit / Flat,live,1738.0,"('-37.8694894', '144.9993268')",-37.8694894,144.9993268
163,163,5458,5458,5458,5458,5458,5458,5458,5458,5458,5458,5458,5458,5458,5481,16069608,450.0,4,2,2,$450,"23 Social Street, Tarneit VIC 3029",House,live,1955.0,"('-37.8163013', '144.6868171')",-37.8163013,144.6868171
164,164,5569,5569,5569,5569,5569,5569,5569,5569,5569,5569,5569,5569,5569,5592,16069019,350.0,2,1,1,$350 per week,"4/Lot 5, 39 Weebar Road, Drouin VIC 3818",House,live,1521.0,Just do it by hand,J,u
165,165,5575,5575,5575,5575,5575,5575,5575,5575,5575,5575,5575,5575,5575,5598,16068966,415.0,1,1,1,$415.00,"5/17 Ellesmere Road, Prahran VIC 3181",Apartment / Unit / Flat,live,1803.0,"('-37.8576311', '145.0009509')",-37.8576311,145.0009509
166,166,5670,5670,5670,5670,5670,5670,5670,5670,5670,5670,5670,5670,5670,5693,16068549,480.0,4,2,2,$480.00 per week,"13 Plymouth Way, Smythes Creek VIC 3351",House,live,2080.0,Just do it by hand,J,u
167,167,5697,5697,5697,5697,5697,5697,5697,5697,5697,5697,5697,5697,5697,5720,16068447,695.0,3,2,0,$695 Per Week,"2/16 Green Street, Prahran VIC 3181",House,recentlyUpdated,3020.0,"('-37.9035827', '145.1759467')",-37.9035827,145.1759467
168,168,5718,5718,5718,5718,5718,5718,5718,5718,5718,5718,5718,5718,5718,5741,16068352,490.0,3,2,1,$490pw,"12 Arya Way, Charlemont VIC 3217",House,live,2124.0,Just do it by hand,J,u
169,169,5728,5728,5728,5728,5728,5728,5728,5728,5728,5728,5728,5728,5728,5751,16068317,500.0,4,2,2,$500,"385 Mount Lookout Road, Ellaswood VIC 3875",House,live,2166.0,"('-37.7353131', '147.5283158')",-37.7353131,147.5283158
170,170,5732,5732,5732,5732,5732,5732,5732,5732,5732,5732,5732,5732,5732,5755,16023047,600.0,4,2,2,$600 weekly,"17 Glen Cairn Avenue, Ringwood VIC 3134",House,live,2607.0,Just do it by hand,J,u
171,171,5784,5784,5784,5784,5784,5784,5784,5784,5784,5784,5784,5784,5784,5807,16068071,750.0,3,2,2,$750 per week,"46 Loyola Grove, Richmond VIC 3121",House,live,3259.0,"('-37.8282357', '145.0127342')",-37.8282357,145.0127342
172,172,5788,5788,5788,5788,5788,5788,5788,5788,5788,5788,5788,5788,5788,5811,16068062,470.0,4,2,2,$470 weekly,"12 Namatjira Boulevard, Huntly VIC 3551",House,live,2042.0,Just do it by hand,J,u
173,173,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5814,16068056,1100.0,3,2,0,$1100 per week,"25 Chestnut Street, Richmond VIC 3121",House,live,4780.0,"('-37.99304805', '145.23312359617614')",-37.99304805,145.23312359617614
174,174,5815,5815,5815,5815,5815,5815,5815,5815,5815,5815,5815,5815,5815,5838,16067953,450.0,1,1,0,$450pw / $1955pcm,"Rear 469 Nicholson Street, Carlton North VIC 3054",Apartment / Unit / Flat,live,1955.0,Just do it by hand,J,u
175,175,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5854,16067865,530.0,4,2,2,$530 pw,"15 Webster Street, Carrum Downs VIC 3201",House,live,2303.0,"('-38.0923401', '145.1723149')",-38.0923401,145.1723149
176,176,5851,5851,5851,5851,5851,5851,5851,5851,5851,5851,5851,5851,5851,5874,14978068,515.0,2,2,1,$515,"7/151 Neerim Road, Glen Huntly VIC 3163",Townhouse,live,2238.0,"('-37.88727688292683', '145.04493428780486')",-37.88727688292683,145.04493428780486
177,177,5860,5860,5860,5860,5860,5860,5860,5860,5860,5860,5860,5860,5860,5883,16067726,450.0,3,2,2,$450.00,"1/14 Chesley Street, Ardeer VIC 3022",Townhouse,live,1956.0,Just do it by hand,J,u
178,178,5897,5897,5897,5897,5897,5897,5897,5897,5897,5897,5897,5897,5897,5921,16067570,820.0,4,3,3,$820,"1/16 Sweetland Road, Box Hill North VIC 3129",Townhouse,live,3553.0,"('-37.8243245', '145.1336702')",-37.8243245,145.1336702
179,179,5923,5923,5923,5923,5923,5923,5923,5923,5923,5923,5923,5923,5923,5947,16067461,520.0,4,2,2,$520 per week,"8 Bollinger Way, Waurn Ponds VIC 3216",House,live,2080.0,"('-37.5958379', '144.9979421')",-37.5958379,144.9979421
180,180,5932,5932,5932,5932,5932,5932,5932,5932,5932,5932,5932,5932,5932,5956,16067431,430.0,4,2,2,$430,"13 Ballad St, Strathtulloh VIC 3338",House,live,1868.0,Just do it by hand,J,u
181,181,6013,6013,6013,6013,6013,6013,6013,6013,6013,6013,6013,6013,6013,6037,16067018,600.0,4,2,2,$600 per week,"6 Silver Leaf Way, Delacombe VIC 3356",House,live,2600.0,Just do it by hand,J,u
182,182,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6170,16066312,520.0,4,2,2,$520 Per Week,"16 Manley Circuit, Traralgon VIC 3844",House,live,2253.0,Just do it by hand,J,u
183,183,6249,6249,6249,6249,6249,6249,6249,6249,6249,6249,6249,6249,6249,6274,15001205,385.0,2,1,1,$385,"2/46 Mundy Street, South Geelong VIC 3220",Apartment / Unit / Flat,live,1672.0,"('-37.982890999999995', '145.05671345034278')",-37.982890999999995,145.05671345034278
184,184,6293,6293,6293,6293,6293,6293,6293,6293,6293,6293,6293,6293,6293,6318,16065544,580.0,2,1,0,$580pw/$2520pcm,"104 Paterson Street, Carlton North VIC 3054",House,live,2520.0,"('-37.7828273', '144.9676107')",-37.7828273,144.9676107
185,185,6332,6332,6332,6332,6332,6332,6332,6332,6332,6332,6332,6332,6332,6357,16059980,440.0,4,2,1,$440 Per Week,"46 Joey Crescent, Deanside VIC 3336",House,live,1912.0,Just do it by hand,J,u
186,186,6358,6358,6358,6358,6358,6358,6358,6358,6358,6358,6358,6358,6358,6383,16065223,415.0,4,3,2,$415.00 per week,"41 Gershwin Street, Point Cook VIC 3030",House,live,1803.0,"('-37.8798303', '144.7180375')",-37.8798303,144.7180375
187,187,6362,6362,6362,6362,6362,6362,6362,6362,6362,6362,6362,6362,6362,6387,16065192,425.0,2,1,1,$425.00 per week,"503/8 Station Street, Caulfield North VIC 3161",Apartment / Unit / Flat,live,1846.0,"('-37.8768748', '145.0381707')",-37.8768748,145.0381707
188,188,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6437,16064887,550.0,2,2,0,$550 per week,"1806/673 Latrobe Street, Docklands VIC 3008",Apartment / Unit / Flat,live,2390.0,"('-37.7617485', '144.9714644')",-37.7617485,144.9714644
189,189,6449,6449,6449,6449,6449,6449,6449,6449,6449,6449,6449,6449,6449,6475,16064700,320.0,3,1,1,$320 per week,"1/4 Murray Road, Melton South VIC 3338",House,live,1391.0,"('-37.7089905', '144.5711892')",-37.7089905,144.5711892
190,190,6481,6481,6481,6481,6481,6481,6481,6481,6481,6481,6481,6481,6481,6507,16064560,185.0,1,1,1,$185,"Room 3, 93 Fogarty Avenue, Highton VIC 3216",House,live,740.0,"('-37.8019844', '144.9834889')",-37.8019844,144.9834889
191,191,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6526,16064455,850.0,3,2,2,$850 per week,"4/23 Maple Walk, Moonee Ponds VIC 3039",Townhouse,live,3693.0,Just do it by hand,J,u
