Median_age_persons_2011,Median_age_persons_2012,Median_age_persons_2013,Median_age_persons_2014,Median_age_persons_2015,Median_age_persons_2016,Median_age_persons_2017,Median_age_persons_2018,Median_age_persons_2019,Median_age_persons_2020,Median_age_persons_2021,Median_mortgage_repay_monthly_2011,Median_mortgage_repay_monthly_2012,Median_mortgage_repay_monthly_2013,Median_mortgage_repay_monthly_2014,Median_mortgage_repay_monthly_2015,Median_mortgage_repay_monthly_2016,Median_mortgage_repay_monthly_2017,Median_mortgage_repay_monthly_2018,Median_mortgage_repay_monthly_2019,Median_mortgage_repay_monthly_2020,Median_mortgage_repay_monthly_2021,Median_tot_prsnl_inc_weekly_2011,Median_tot_prsnl_inc_weekly_2012,Median_tot_prsnl_inc_weekly_2013,Median_tot_prsnl_inc_weekly_2014,Median_tot_prsnl_inc_weekly_2015,Median_tot_prsnl_inc_weekly_2016,Median_tot_prsnl_inc_weekly_2017,Median_tot_prsnl_inc_weekly_2018,Median_tot_prsnl_inc_weekly_2019,Median_tot_prsnl_inc_weekly_2020,Median_tot_prsnl_inc_weekly_2021,Median_rent_weekly_2011,Median_rent_weekly_2012,Median_rent_weekly_2013,Median_rent_weekly_2014,Median_rent_weekly_2015,Median_rent_weekly_2016,Median_rent_weekly_2017,Median_rent_weekly_2018,Median_rent_weekly_2019,Median_rent_weekly_2020,Median_rent_weekly_2021,Median_tot_fam_inc_weekly_2011,Median_tot_fam_inc_weekly_2012,Median_tot_fam_inc_weekly_2013,Median_tot_fam_inc_weekly_2014,Median_tot_fam_inc_weekly_2015,Median_tot_fam_inc_weekly_2016,Median_tot_fam_inc_weekly_2017,Median_tot_fam_inc_weekly_2018,Median_tot_fam_inc_weekly_2019,Median_tot_fam_inc_weekly_2020,Median_tot_fam_inc_weekly_2021,Average_num_psns_per_bedroom_2011,Average_num_psns_per_bedroom_2012,Average_num_psns_per_bedroom_2013,Average_num_psns_per_bedroom_2014,Average_num_psns_per_bedroom_2015,Average_num_psns_per_bedroom_2016,Average_num_psns_per_bedroom_2017,Average_num_psns_per_bedroom_2018,Average_num_psns_per_bedroom_2019,Average_num_psns_per_bedroom_2020,Average_num_psns_per_bedroom_2021,Average_household_size_2011,Average_household_size_2012,Average_household_size_2013,Average_household_size_2014,Average_household_size_2015,Average_household_size_2016,Average_household_size_2017,Average_household_size_2018,Average_household_size_2019,Average_household_size_2020,Average_household_size_2021,Suburb,Postcode
26.0,25.866666666666674,26.066666666666663,26.26666666666665,26.46666666666664,26.0,26.866666666666674,27.066666666666663,27.26666666666665,27.46666666666664,28.0,1964.24074540418,1863.3411924978282,1812.0291129333345,1760.717033368841,1709.4049538043619,1558.917927556167,1606.7807946753746,1555.468715110881,1504.1566355463874,1452.8445559818938,1451.1199497592631,548.9801057668093,491.45716382585306,500.8672964352736,510.2774290446905,519.687561654111,395.23154516276935,538.5078268729485,547.917959482369,557.328092091786,566.7382247012065,643.0814318610006,404.9357844371695,414.15563545706755,404.64384474623876,395.1320540354063,385.62026332457754,413.57175607519486,366.5966819029163,357.0848911920875,347.5731004812551,338.0613097704263,309.8178773288675,1456.5600604381768,1399.1436558828027,1408.9827304334976,1418.8218049841962,1428.6608795348948,1303.9889958734525,1448.3390286362883,1458.1781031869868,1468.0171777376854,1477.856252288384,1554.950805945154,1.3,1.2800000000000011,1.2600000000000051,1.240000000000002,1.2199999999999989,1.2,1.1799999999999997,1.1600000000000037,1.1400000000000006,1.1200000000000045,1.1,1.8,1.8733333333333313,1.8633333333333333,1.8533333333333317,1.8433333333333337,2.0,1.8233333333333306,1.8133333333333326,1.803333333333331,1.793333333333333,1.7,Melbourne,3000
36.0,36.26666666666688,36.86666666666679,37.4666666666667,38.06666666666683,38.0,39.26666666666688,39.86666666666679,40.4666666666667,41.06666666666683,42.0,2400.402921178544,2297.2982075901673,2256.797375384398,2216.2965431786142,2175.795710972845,2010.087116001834,2094.794046561292,2054.293214355508,2013.7923821497388,1973.291549943955,1995.394599120787,1172.5006295643414,1184.2166101556031,1195.2478953256068,1206.2791804956105,1217.3104656656178,1229.711141678129,1239.3730360056252,1250.4043211756325,1261.4356063456362,1272.4668915156435,1282.8134812643918,418.030722739864,417.6180557067569,416.007572924083,414.3970901414091,412.7866073587352,413.57175607519486,409.5656417933874,407.9551590107135,406.3446762280396,404.73419344536615,401.92589491312543,2712.666834550491,2734.592567545551,2775.9070019468927,2817.221436348249,2858.5358707495907,2861.0729023383765,2941.164739552274,2982.4791739536304,3023.793608354972,3065.108042756314,3125.8111785639526,1.1,1.0799999999999983,1.0600000000000023,1.0399999999999991,1.0200000000000031,1.0,0.9799999999999969,0.9600000000000009,0.9399999999999977,0.9200000000000017,0.9,1.8,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.9,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8,East Melbourne,3002
30.0,29.933333333333337,30.03333333333333,30.133333333333326,30.23333333333332,30.0,30.433333333333337,30.53333333333333,30.633333333333326,30.73333333333332,31.0,2417.5270712666834,2268.464246172225,2203.056525438704,2137.6488047051535,2072.241083971632,1839.523154516277,1941.4256425045605,1876.0179217710393,1810.6102010374889,1745.2024803039676,1763.449863931338,805.8423570888945,792.3212794857864,800.3282097806641,808.3351400755437,816.3420703704214,781.2929848693259,832.3559309601787,840.3628612550583,848.369791549936,856.3767218448156,885.9116600376806,444.22059934525305,441.6540148038366,429.72096470812176,417.7879146124069,405.85486451669203,412.6547455295736,381.9887643252623,370.0557142295511,358.1226641338362,346.18961403812136,324.8900983881097,2020.649710400403,2034.034779565287,2033.4351633504507,2032.8355471356147,2032.2359309207784,2059.605685465383,2031.036698491106,2030.4370822762698,2029.8374660614336,2029.2378498465976,2014.653548252041,1.2,1.173333333333332,1.1633333333333304,1.1533333333333324,1.1433333333333309,1.1,1.1233333333333313,1.1133333333333333,1.1033333333333317,1.0933333333333337,1.1,2.2,2.219999999999999,2.190000000000005,2.1600000000000037,2.1300000000000026,2.2,2.0700000000000003,2.039999999999999,2.009999999999998,1.980000000000004,1.9,West Melbourne,3003
34.0,34.13333333333344,34.433333333333394,34.73333333333335,35.03333333333342,35.0,35.63333333333344,35.933333333333394,36.23333333333335,36.53333333333342,37.0,2182.825484764543,2100.4329706545395,2049.619545058551,1998.806119462577,1947.9926938665885,1834.021091242549,1846.3658426746115,1795.5524170786375,1744.738991482649,1693.9255658866605,1674.6912288046892,1111.0551498363131,1102.633938421291,1103.9839394518945,1105.3339404824978,1106.6839415131017,1088.491517652453,1109.383943574309,1110.7339446049123,1112.0839456355156,1113.4339466661195,1124.5551601423488,453.28632586250313,451.8157768524252,444.2514314757209,436.6870860990166,429.1227407223123,433.74598807886287,413.9940499689037,406.4297045921994,398.8653592154933,391.301013838789,377.6428720954574,2562.5786955426843,2499.1178234460676,2471.204102939315,2443.2903824325695,2415.3766619258167,2316.36863823934,2359.5492209123186,2331.635500405573,2303.7217798988204,2275.808059392075,2283.441490475194,1.2,1.1466666666666683,1.1266666666666723,1.1066666666666691,1.086666666666666,1.0,1.0466666666666669,1.0266666666666708,1.0066666666666677,0.9866666666666717,1.0,1.9,1.8799999999999955,1.8599999999999994,1.8399999999999963,1.8199999999999932,1.8,1.779999999999994,1.759999999999998,1.7399999999999949,1.7199999999999989,1.7,"St Kilda Road Melbourne, St Kilda Road Central, Melbourne",3004
30.0,30.933333333333337,31.03333333333333,31.133333333333326,31.23333333333332,33.0,31.433333333333337,31.53333333333333,31.633333333333326,31.73333333333332,31.0,2182.825484764543,2162.2585882153217,2103.0717064753117,2043.8848247353017,1984.6979429952917,2002.751031636864,1866.3241795152717,1807.1372977752762,1747.9504160352662,1688.7635342952562,1590.956667364455,1063.7119113573408,1062.844957851914,1054.5269381626968,1046.208918473476,1037.8908987842551,1044.4750114626318,1021.2548594058171,1012.9368397165963,1004.6188200273791,996.3008003381583,980.5317144651456,503.651473180559,524.9125300453925,508.9622874792731,493.01204491315366,477.06180234703425,535.5341586428243,445.1613172147954,429.211074648676,413.2608320825566,397.3105895164372,344.14904751936365,2433.643918408461,2431.0327624410565,2392.8180461287848,2354.603329816513,2316.388613504241,2349.381017881705,2239.9591808796977,2201.744464567426,2163.529748255154,2125.3150319428823,2051.4967552857443,1.2,1.1466666666666683,1.1266666666666723,1.1066666666666691,1.086666666666666,1.0,1.0466666666666669,1.0266666666666708,1.0066666666666677,0.9866666666666717,1.0,2.0,2.046666666666667,2.026666666666671,2.0066666666666677,1.9866666666666646,2.1,1.9466666666666654,1.9266666666666694,1.9066666666666663,1.8866666666666703,1.8,World Trade Centre,3006
29.0,29.13333333333344,29.433333333333394,29.73333333333335,30.033333333333417,30.0,30.63333333333344,30.933333333333394,31.23333333333335,31.533333333333417,32.0,2316.7967766305715,2198.6785846896237,2134.4680299070315,2070.257475124454,2006.0469203418616,1834.021091242549,1877.625810776677,1813.4152559940994,1749.2047012115072,1684.994146428915,1674.6912288046892,995.2153110047846,963.3985052248872,962.8512257467657,962.3039462686445,961.7566667905232,898.6703347088489,960.6621078342805,960.114828356159,959.5675488780378,959.0202693999165,989.7425162235712,499.62226139511455,499.64385145928463,484.0965300717071,468.5492086841332,453.0018872965593,468.5923888124713,421.90724452140785,406.35992313383395,390.8126017462564,375.2652803586825,344.14904751936365,2251.322085117099,2213.2680715919632,2194.206618784672,2175.145165977374,2156.083713170083,2099.0371389270977,2117.9608075555007,2098.8993547482023,2079.8379019409113,2060.77644913362,2060.7075570441702,1.2,1.173333333333332,1.1633333333333304,1.1533333333333324,1.1433333333333309,1.1,1.1233333333333313,1.1133333333333333,1.1033333333333317,1.0933333333333337,1.1,1.9,1.9066666666666663,1.8966666666666647,1.8866666666666667,1.8766666666666652,1.9,1.8566666666666656,1.8466666666666676,1.836666666666666,1.826666666666668,1.8,"South Wharf, Southbank",3008
31.0,30.466666666666697,30.76666666666665,31.066666666666606,31.366666666666674,30.0,31.966666666666697,32.26666666666665,32.566666666666606,32.866666666666674,34.0,2820.44824981113,2619.069918728288,2504.494216627645,2389.918514527002,2275.342812426359,1987.161852361302,2046.1914082250732,1931.6157061244303,1817.0400040237873,1702.4643019231444,1674.6912288046892,1069.755729035507,1024.6968569523015,999.8648888216194,975.0329206909446,950.2009525602625,884.9151765245299,900.5370162988984,875.7050481682163,850.8730800375415,826.0411119068594,821.4360477287,504.6587761269201,502.62516149753355,483.0573370562852,463.4895126150441,443.9216881737957,459.42228335625856,404.7860392913062,385.21821485005785,365.65039040881675,346.08256596756837,308.98053171446514,2434.651221354822,2331.0888891763607,2294.783072044025,2258.4772549116897,2222.1714377793396,2051.3525905547917,2149.559803514654,2113.2539863823185,2076.9481692499685,2040.642352117633,2071.5930500314007,1.2,1.2133333333333312,1.1933333333333351,1.173333333333332,1.1533333333333289,1.2,1.1133333333333297,1.0933333333333337,1.0733333333333306,1.0533333333333346,1.0,1.9,1.9200000000000017,1.9399999999999977,1.9600000000000009,1.9799999999999969,2.0,2.020000000000003,2.039999999999999,2.0600000000000023,2.0799999999999983,2.1,Docklands,3011
20.0,19.0,20.5,22.0,23.5,20.0,26.5,28.0,29.5,31.0,35.0,0.0,-117.22838601632975,58.614193008164875,234.4567720326595,410.2993510571541,0.0,761.9845091061434,937.827088130638,1113.6696671551326,1289.5122461796273,1758.4257902449235,131.95668597330646,74.68598768193624,143.2152510502783,211.74451441862038,280.27377778693335,97.2031178358551,417.3323045236175,485.86156789195957,554.3908312603016,622.9200946286437,817.2493196566883,0.0,-20.654525155259762,10.327262577629881,41.309050310519524,72.29083804340189,0.0,134.2544135091739,165.23620124206354,196.2179889749532,227.19977670783555,309.8178773288675,3676.655754218081,3549.0533387348987,3391.8127162124147,3234.5720936899306,3077.3314711673884,2979.367262723521,2762.8502261224203,2605.6096035999362,2448.368981077394,2291.12835855491,2104.249528993092,1.2,1.1199999999999974,1.0899999999999963,1.0600000000000023,1.0300000000000011,0.9,0.9699999999999989,0.9399999999999977,0.9099999999999966,0.8799999999999955,0.9,2.5,2.673333333333332,2.663333333333334,2.6533333333333324,2.6433333333333344,3.0,2.6233333333333313,2.6133333333333333,2.6033333333333317,2.5933333333333337,2.4,University Of Melbourne,3012
33.0,32.73333333333335,33.133333333333326,33.5333333333333,33.93333333333328,33.0,34.73333333333335,35.133333333333326,35.5333333333333,35.93333333333328,37.0,2014.605892722236,1941.2129912813816,1949.0888056097447,1956.9646199381077,1964.8404342664708,1810.178817056396,1980.592062923195,1988.467877251558,1996.3436915799211,2004.2195059082824,2093.3640360058616,561.0677411231427,551.5839125526836,599.8104019949096,648.0368914371211,696.2633808793471,629.0692342961943,792.71635976377,840.942849205996,889.1693386482075,937.3958280904335,1043.3326355453212,271.9717955175019,271.47019665551124,282.95838448914947,294.4465723227877,305.9347601564259,293.44337459880785,328.91113582370235,340.3993236573406,351.8875114909788,363.375699324617,386.8536738538832,1445.4797280282044,1453.3174883242173,1578.0598651132022,1702.8022419021581,1827.5446186911431,1718.4777624942687,2077.029372269084,2201.771749058069,2326.514125847025,2451.25650263601,2692.90349591794,1.2,1.1533333333333289,1.1233333333333277,1.0933333333333337,1.0633333333333326,1.0,1.0033333333333303,0.9733333333333292,0.943333333333328,0.9133333333333269,0.9,2.3,2.286666666666669,2.306666666666665,2.326666666666668,2.346666666666664,2.3,2.3866666666666703,2.4066666666666663,2.4266666666666694,2.4466666666666654,2.5,"Seddon, Seddon West, Footscray",3013
34.0,33.39999999999998,33.799999999999955,34.19999999999993,34.59999999999991,33.0,35.39999999999998,35.799999999999955,36.19999999999993,36.59999999999991,38.0,1916.897506925208,1873.5338873945802,1891.180540302652,1908.8271932107164,1926.4738461187808,1822.0999541494723,1961.7671519349096,1979.413804842974,1997.0604577510385,2014.707110659103,2093.3640360058616,549.9874087131705,548.3225033849303,597.2383532609529,646.1542031369609,695.0700530129834,642.8243924805134,792.9017527649994,841.817602641022,890.73345251703,939.6493023930525,1039.1459074733095,263.9133719466129,265.9780023006533,278.10456336849893,290.23112443634454,302.35768550419016,294.3603851444292,326.610807639885,338.73736870773064,350.86392977557625,362.9904908434255,385.1789826250785,1412.2387307982874,1417.131266011129,1545.030273400218,1672.929280789307,1800.8282881783962,1682.714351215039,2056.6263029565744,2184.5253103456344,2312.4243177347234,2440.3233251238125,2691.228804689136,1.2,1.1533333333333289,1.1233333333333277,1.0933333333333337,1.0633333333333326,1.0,1.0033333333333303,0.9733333333333292,0.943333333333328,0.9133333333333269,0.9,2.5,2.493333333333336,2.503333333333334,2.5133333333333354,2.5233333333333334,2.5,2.5433333333333366,2.5533333333333346,2.563333333333336,2.573333333333334,2.6,"Brooklyn, Kingsville, Maidstone, Tottenham, West Footscray",3015
