beds,avg_price,count,propertyType,suburb,median
2,853.3333333333334,3,Townhouse,Fitzroy,750.0
2,590.0,3,Townhouse,Fitzroy North,600.0
2,465.0,1,Townhouse,Flemington,465.0
2,491.6666666666667,3,Townhouse,Footscray,475.0
2,436.6666666666667,3,Townhouse,Frankston,425.0
2,472.5,2,Townhouse,Geelong,472.5
2,495.0,3,Townhouse,Glen Huntly,515.0
2,402.77777777777777,9,Townhouse,Glenroy,400.0
2,400.0,3,Townhouse,Greensborough,395.0
2,390.0,1,Townhouse,Grovedale,390.0
2,635.0,1,Townhouse,Hampton,635.0
2,420.0,2,Townhouse,Hampton Park,420.0
2,340.0,1,Townhouse,Harkness,340.0
2,300.0,1,Townhouse,Hastings,300.0
2,816.25,4,Townhouse,Hawthorn,835.0
2,415.0,1,Townhouse,Heathmont,415.0
2,397.5,2,Townhouse,Heidelberg,397.5
2,500.0,1,Townhouse,Heidelberg Heights,500.0
2,460.0,3,Townhouse,Heidelberg West,450.0
2,500.0,4,Townhouse,Highett,500.0
2,370.0,1,Townhouse,Highton,370.0
2,400.0,1,Townhouse,Horsham,400.0
2,487.5,2,Townhouse,Hughesdale,487.5
2,430.0,1,Townhouse,Ivanhoe,430.0
2,500.0,1,Townhouse,Ivanhoe East,500.0
2,506.1111111111111,9,Townhouse,Kensington,500.0
2,390.0,1,Townhouse,Kingsbury,390.0
2,550.0,1,Townhouse,Kingsville,550.0
2,415.0,1,Townhouse,Kyneton,415.0
2,430.0,1,Townhouse,Lara,430.0
2,420.0,1,Townhouse,Lilydale,420.0
2,450.0,1,Townhouse,Macleod,450.0
2,429.2857142857143,7,Townhouse,Maidstone,430.0
2,560.0,2,Townhouse,Malvern East,560.0
2,385.0,2,Townhouse,Maribyrnong,385.0
2,570.0,2,Townhouse,McKinnon,570.0
2,650.0,1,Townhouse,Melbourne,650.0
2,450.0,1,Townhouse,Mentone,450.0
2,435.0,2,Townhouse,Mildura,435.0
2,395.0,1,Townhouse,Mill Park,395.0
2,590.0,2,Townhouse,Moonee Ponds,590.0
2,560.0,1,Townhouse,Moorabbin,560.0
2,420.0,1,Townhouse,Mooroolbark,420.0
2,400.0,1,Townhouse,Mordialloc,400.0
2,635.0,1,Townhouse,Mornington,635.0
2,650.0,1,Townhouse,Mount Martha,650.0
2,490.0,2,Townhouse,Murrumbeena,490.0
2,465.0,2,Townhouse,Newport,465.0
2,402.0,5,Townhouse,Noble Park,400.0
2,701.25,4,Townhouse,North Melbourne,712.5
2,633.3333333333334,6,Townhouse,Northcote,575.0
2,452.5,2,Townhouse,Nunawading,452.5
2,435.0,2,Townhouse,Oak Park,435.0
2,485.0,1,Townhouse,Oakleigh South,485.0
2,550.0,1,Townhouse,Ormond,550.0
2,340.0,1,Townhouse,Pakenham,340.0
2,520.0,1,Townhouse,Parkdale,520.0
2,490.0,1,Townhouse,Parkville,490.0
2,452.9166666666667,12,Townhouse,Pascoe Vale,435.0
2,490.0,1,Townhouse,Pascoe Vale South,490.0
2,794.0,5,Townhouse,Port Melbourne,800.0
2,795.0,3,Townhouse,Prahran,760.0
2,471.3636363636364,11,Townhouse,Preston,480.0
2,350.0,1,Townhouse,Redan,350.0
2,425.0,29,Townhouse,Reservoir,420.0
2,683.1818181818181,11,Townhouse,Richmond,675.0
2,450.0,2,Townhouse,Ringwood,450.0
2,500.0,1,Townhouse,Ringwood North,500.0
2,470.0,1,Townhouse,Rowville,470.0
2,430.0,1,Townhouse,Roxburgh Park,430.0
2,350.0,1,Townhouse,Seaford,350.0
2,340.0,1,Townhouse,Sebastopol,340.0
2,520.0,3,Townhouse,Seddon,495.0
2,405.0,4,Townhouse,Shepparton,380.0
2,385.0,1,Townhouse,Soldiers Hill,385.0
2,480.0,1,Townhouse,South Kingsville,480.0
2,950.0,1,Townhouse,South Melbourne,950.0
2,420.0,1,Townhouse,South Morang,420.0
2,708.3333333333334,3,Townhouse,South Yarra,700.0
2,480.0,4,Townhouse,Springvale,480.0
2,365.0,1,Townhouse,Springvale South,365.0
2,380.0,2,Townhouse,St Albans,380.0
2,710.0,2,Townhouse,St Kilda,710.0
2,670.0,1,Townhouse,St Kilda East,670.0
2,375.0,1,Townhouse,Strathmore,375.0
2,370.0,1,Townhouse,Sunshine West,370.0
2,450.0,1,Townhouse,Surrey Hills,450.0
2,406.6666666666667,3,Townhouse,Sydenham,400.0
2,542.5,2,Townhouse,Templestowe,542.5
2,410.0,2,Townhouse,Thomastown,410.0
2,500.0,1,Townhouse,Thornbury,500.0
2,480.0,3,Townhouse,Torquay,490.0
2,350.0,1,Townhouse,Traralgon,350.0
2,350.0,1,Townhouse,Truganina,350.0
2,462.5,4,Townhouse,Tullamarine,460.0
2,340.0,1,Townhouse,Wangaratta,340.0
2,435.0,2,Townhouse,Warrnambool,435.0
2,365.0,5,Townhouse,Werribee,360.0
2,483.3333333333333,3,Townhouse,West Footscray,490.0
2,675.0,1,Townhouse,West Melbourne,675.0
2,350.0,1,Townhouse,West Wodonga,350.0
2,410.0,1,Townhouse,Westmeadows,410.0
2,560.0,1,Townhouse,Williamstown,560.0
2,480.0,1,Townhouse,Williamstown North,480.0
2,725.0,1,Townhouse,Windsor,725.0
2,386.0,5,Townhouse,Wodonga,360.0
2,353.3333333333333,3,Townhouse,Wollert,350.0
2,350.0,1,Townhouse,Wurruk,350.0
2,350.0,1,Townhouse,Wyndham Vale,350.0
2,521.25,8,Townhouse,Yarraville,530.0
2,400.0,1,Villa,Aberfeldie,400.0
2,390.0,1,Villa,Brunswick West,390.0
2,450.0,1,Villa,Capel Sound,450.0
2,500.0,1,Villa,Caulfield,500.0
2,390.0,1,Villa,Cheltenham,390.0
2,545.0,1,Villa,Glen Huntly,545.0
2,385.0,1,Villa,Glenroy,385.0
2,600.0,1,Villa,Hawthorn,600.0
2,370.0,1,Villa,Kingsville,370.0
2,430.0,2,Villa,Mount Waverley,430.0
2,395.0,2,Villa,Oak Park,395.0
2,475.0,1,Villa,Parkdale,475.0
2,393.75,4,Villa,Pascoe Vale,390.0
2,330.0,1,Villa,Reservoir,330.0
2,500.0,1,Villa,Surrey Hills,500.0
2,390.0,1,Villa,Thornbury,390.0
2,392.5,2,Villa,Vermont,392.5
3,1000.0,1,Acreage / Semi-Rural,Clyde,1000.0
3,1180.0,1,Acreage / Semi-Rural,Steiglitz,1180.0
3,650.0,1,Acreage / Semi-Rural,Tooradin,650.0
3,450.0,1,Acreage / Semi-Rural,Traralgon,450.0
3,700.0,1,Acreage / Semi-Rural,Yarragon,700.0
3,725.0,1,Apartment / Unit / Flat,Abbotsford,725.0
3,470.0,1,Apartment / Unit / Flat,Airport West,470.0
3,330.0,1,Apartment / Unit / Flat,Albion,330.0
3,477.5,4,Apartment / Unit / Flat,Altona,460.0
3,365.0,2,Apartment / Unit / Flat,Altona Meadows,365.0
3,400.0,1,Apartment / Unit / Flat,Ararat,400.0
3,405.0,2,Apartment / Unit / Flat,Ardeer,405.0
3,485.0,2,Apartment / Unit / Flat,Armadale,485.0
3,615.0,2,Apartment / Unit / Flat,Ascot Vale,615.0
3,495.0,2,Apartment / Unit / Flat,Ashwood,495.0
3,406.6666666666667,3,Apartment / Unit / Flat,Avondale Heights,380.0
3,420.0,1,Apartment / Unit / Flat,Bacchus Marsh,420.0
3,390.0,1,Apartment / Unit / Flat,Bairnsdale,390.0
3,620.0,1,Apartment / Unit / Flat,Balaclava,620.0
3,690.0,2,Apartment / Unit / Flat,Balwyn,690.0
3,575.0,1,Apartment / Unit / Flat,Balwyn North,575.0
3,450.0,1,Apartment / Unit / Flat,Bayswater North,450.0
3,446.6666666666667,3,Apartment / Unit / Flat,Belmont,470.0
3,557.5,4,Apartment / Unit / Flat,Bentleigh East,562.5
3,450.0,2,Apartment / Unit / Flat,Berwick,450.0
3,600.0,1,Apartment / Unit / Flat,Black Rock,600.0
3,437.5,2,Apartment / Unit / Flat,Blackburn North,437.5
3,490.0,1,Apartment / Unit / Flat,Blackburn South,490.0
3,471.6666666666667,3,Apartment / Unit / Flat,Boronia,465.0
3,629.0,5,Apartment / Unit / Flat,Box Hill,580.0
3,523.75,4,Apartment / Unit / Flat,Box Hill North,487.5
3,520.0,1,Apartment / Unit / Flat,Box Hill South,520.0
3,1121.0,5,Apartment / Unit / Flat,Brighton,620.0
3,525.0,2,Apartment / Unit / Flat,Brighton East,525.0
3,780.0,1,Apartment / Unit / Flat,Brunswick,780.0
3,575.0,1,Apartment / Unit / Flat,Brunswick West,575.0
3,650.0,1,Apartment / Unit / Flat,Bulleen,650.0
3,350.0,1,Apartment / Unit / Flat,Buninyong,350.0
3,600.0,1,Apartment / Unit / Flat,Burwood,600.0
3,400.0,1,Apartment / Unit / Flat,Burwood East,400.0
3,623.3333333333334,6,Apartment / Unit / Flat,Camberwell,625.0
3,350.0,1,Apartment / Unit / Flat,Campbellfield,350.0
3,560.0,2,Apartment / Unit / Flat,Canterbury,560.0
3,750.0,2,Apartment / Unit / Flat,Carlton,750.0
3,572.5,2,Apartment / Unit / Flat,Carnegie,572.5
3,430.0,5,Apartment / Unit / Flat,Carrum Downs,430.0
3,590.0,3,Apartment / Unit / Flat,Caulfield,550.0
3,615.625,8,Apartment / Unit / Flat,Caulfield North,570.0
3,565.0,3,Apartment / Unit / Flat,Caulfield South,590.0
3,550.0,1,Apartment / Unit / Flat,Chadstone,550.0
3,460.0,1,Apartment / Unit / Flat,Chelsea,460.0
3,650.0,1,Apartment / Unit / Flat,Cheltenham,650.0
3,470.0,1,Apartment / Unit / Flat,Clarinda,470.0
3,499.1666666666667,6,Apartment / Unit / Flat,Clayton,505.0
3,480.0,2,Apartment / Unit / Flat,Clayton South,480.0
3,515.0,1,Apartment / Unit / Flat,Coburg,515.0
3,380.0,1,Apartment / Unit / Flat,Corio,380.0
3,365.0,4,Apartment / Unit / Flat,Craigieburn,362.5
3,377.5,2,Apartment / Unit / Flat,Cranbourne,377.5
3,400.0,1,Apartment / Unit / Flat,Cranbourne North,400.0
3,430.0,1,Apartment / Unit / Flat,Cranbourne West,430.0
3,515.0,2,Apartment / Unit / Flat,Croydon,515.0
3,520.0,1,Apartment / Unit / Flat,Croydon North,520.0
3,394.75,4,Apartment / Unit / Flat,Dandenong,389.5
3,390.0,3,Apartment / Unit / Flat,Dandenong North,370.0
3,445.0,1,Apartment / Unit / Flat,Deepdene,445.0
3,361.25,4,Apartment / Unit / Flat,Deer Park,365.0
3,490.0,1,Apartment / Unit / Flat,Dingley Village,490.0
3,987.5,8,Apartment / Unit / Flat,Docklands,950.0
3,700.0,1,Apartment / Unit / Flat,Doncaster,700.0
3,491.6666666666667,3,Apartment / Unit / Flat,Doncaster East,460.0
3,420.0,1,Apartment / Unit / Flat,Donvale,420.0
3,405.0,2,Apartment / Unit / Flat,Doveton,405.0
3,398.3333333333333,3,Apartment / Unit / Flat,Drouin,400.0
3,1045.0,7,Apartment / Unit / Flat,East Melbourne,780.0
3,600.0,1,Apartment / Unit / Flat,Edithvale,600.0
3,695.0,4,Apartment / Unit / Flat,Elsternwick,687.5
3,500.0,1,Apartment / Unit / Flat,Elwood,500.0
3,380.0,1,Apartment / Unit / Flat,Endeavour Hills,380.0
3,380.0,2,Apartment / Unit / Flat,Epping,380.0
3,487.5,2,Apartment / Unit / Flat,Essendon,487.5
3,510.0,1,Apartment / Unit / Flat,Fairfield,510.0
3,374.5,2,Apartment / Unit / Flat,Fawkner,374.5
3,540.0,1,Apartment / Unit / Flat,Ferntree Gully,540.0
3,900.0,1,Apartment / Unit / Flat,Fitzroy,900.0
3,900.0,1,Apartment / Unit / Flat,Fitzroy North,900.0
3,455.0,2,Apartment / Unit / Flat,Footscray,455.0
3,350.0,1,Apartment / Unit / Flat,Foster,350.0
3,478.3333333333333,3,Apartment / Unit / Flat,Frankston,490.0
3,760.0,2,Apartment / Unit / Flat,Geelong,760.0
3,595.0,1,Apartment / Unit / Flat,Geelong West,595.0
3,515.0,3,Apartment / Unit / Flat,Glen Huntly,550.0
3,623.3333333333334,3,Apartment / Unit / Flat,Glen Iris,710.0
3,497.1428571428572,7,Apartment / Unit / Flat,Glen Waverley,480.0
3,475.0,4,Apartment / Unit / Flat,Glenroy,450.0
3,480.0,1,Apartment / Unit / Flat,Greensborough,480.0
3,470.0,1,Apartment / Unit / Flat,Hamlyn Heights,470.0
3,520.0,1,Apartment / Unit / Flat,Hampton,520.0
3,400.0,1,Apartment / Unit / Flat,Hampton Park,400.0
3,350.0,2,Apartment / Unit / Flat,Harkness,350.0
3,450.0,1,Apartment / Unit / Flat,Hastings,450.0
3,720.7142857142857,7,Apartment / Unit / Flat,Hawthorn,595.0
3,1135.0,2,Apartment / Unit / Flat,Hawthorn East,1135.0
3,880.0,2,Apartment / Unit / Flat,Heidelberg,880.0
3,370.0,1,Apartment / Unit / Flat,Hillside,370.0
3,383.3333333333333,3,Apartment / Unit / Flat,Hoppers Crossing,400.0
3,300.0,1,Apartment / Unit / Flat,Horsham,300.0
3,545.0,2,Apartment / Unit / Flat,Ivanhoe,545.0
3,380.0,3,Apartment / Unit / Flat,Keilor Downs,380.0
3,380.0,1,Apartment / Unit / Flat,Keilor East,380.0
3,720.0,1,Apartment / Unit / Flat,Kennington,720.0
3,515.0,3,Apartment / Unit / Flat,Kensington,520.0
3,260.0,1,Apartment / Unit / Flat,Kerang,260.0
3,753.0,5,Apartment / Unit / Flat,Kew,620.0
3,557.5,2,Apartment / Unit / Flat,Kew East,557.5
3,525.0,2,Apartment / Unit / Flat,Keysborough,525.0
3,400.0,2,Apartment / Unit / Flat,Kilmore,400.0
3,360.0,1,Apartment / Unit / Flat,Knowsley,360.0
3,440.0,2,Apartment / Unit / Flat,Knoxfield,440.0
3,825.0,2,Apartment / Unit / Flat,Kooyong,825.0
3,510.0,1,Apartment / Unit / Flat,Lake Wendouree,510.0
3,387.5,4,Apartment / Unit / Flat,Lalor,385.0
3,490.0,3,Apartment / Unit / Flat,Langwarrin,500.0
3,430.0,1,Apartment / Unit / Flat,Lara,430.0
3,390.0,2,Apartment / Unit / Flat,Laverton,390.0
3,440.0,1,Apartment / Unit / Flat,Macleod,440.0
3,330.0,1,Apartment / Unit / Flat,Maidstone,330.0
3,521.3333333333334,3,Apartment / Unit / Flat,Malvern East,525.0
3,430.0,1,Apartment / Unit / Flat,Manifold Heights,430.0
3,430.0,1,Apartment / Unit / Flat,Maribyrnong,430.0
3,300.0,1,Apartment / Unit / Flat,Maryborough,300.0
3,601.25,4,Apartment / Unit / Flat,McKinnon,590.0
3,370.0,2,Apartment / Unit / Flat,Meadow Heights,370.0
3,1448.0,20,Apartment / Unit / Flat,Melbourne,1150.0
3,312.5,2,Apartment / Unit / Flat,Melton,312.5
3,342.5,2,Apartment / Unit / Flat,Melton South,342.5
3,850.0,1,Apartment / Unit / Flat,Middle Park,850.0
3,425.0,2,Apartment / Unit / Flat,Mildura,425.0
3,516.6666666666666,3,Apartment / Unit / Flat,Mitcham,500.0
3,700.0,1,Apartment / Unit / Flat,Mont Albert,700.0
3,455.0,2,Apartment / Unit / Flat,Montmorency,455.0
3,660.0,2,Apartment / Unit / Flat,Moonee Ponds,660.0
3,500.0,1,Apartment / Unit / Flat,Moorabbin,500.0
3,625.0,1,Apartment / Unit / Flat,Mordialloc,625.0
3,477.5,2,Apartment / Unit / Flat,Mount Eliza,477.5
3,481.0,5,Apartment / Unit / Flat,Mount Waverley,460.0
3,481.0,5,Apartment / Unit / Flat,Mulgrave,495.0
3,420.0,1,Apartment / Unit / Flat,Narre Warren South,420.0
3,550.0,1,Apartment / Unit / Flat,Niddrie,550.0
3,369.0,5,Apartment / Unit / Flat,Noble Park,375.0
3,380.0,1,Apartment / Unit / Flat,Norlane,380.0
3,897.5,2,Apartment / Unit / Flat,North Melbourne,897.5
3,450.0,1,Apartment / Unit / Flat,Nunawading,450.0
3,475.0,2,Apartment / Unit / Flat,Oak Park,475.0
3,542.8,5,Apartment / Unit / Flat,Oakleigh,570.0
3,615.0,1,Apartment / Unit / Flat,Oakleigh East,615.0
3,520.0,1,Apartment / Unit / Flat,Oakleigh South,520.0
3,430.0,1,Apartment / Unit / Flat,Officer,430.0
3,550.0,1,Apartment / Unit / Flat,Ormond,550.0
3,765.0,2,Apartment / Unit / Flat,Parkville,765.0
3,390.0,1,Apartment / Unit / Flat,Plumpton,390.0
3,360.0,1,Apartment / Unit / Flat,Point Cook,360.0
3,1483.3333333333333,3,Apartment / Unit / Flat,Port Melbourne,1600.0
3,420.0,1,Apartment / Unit / Flat,Portland,420.0
3,828.3333333333334,3,Apartment / Unit / Flat,Prahran,800.0
3,460.0,2,Apartment / Unit / Flat,Preston,460.0
3,438.3333333333333,3,Apartment / Unit / Flat,Reservoir,415.0
3,945.0,4,Apartment / Unit / Flat,Richmond,807.5
3,460.0,1,Apartment / Unit / Flat,Riddells Creek,460.0
3,477.5,4,Apartment / Unit / Flat,Ringwood,475.0
3,410.0,1,Apartment / Unit / Flat,Ringwood East,410.0
3,390.0,1,Apartment / Unit / Flat,Rockbank,390.0
3,496.25,4,Apartment / Unit / Flat,Rosanna,477.5
3,400.0,1,Apartment / Unit / Flat,Roxburgh Park,400.0
3,825.0,2,Apartment / Unit / Flat,Sandringham,825.0
3,396.6666666666667,3,Apartment / Unit / Flat,Seaford,420.0
3,360.0,1,Apartment / Unit / Flat,Soldiers Hill,360.0
3,400.0,1,Apartment / Unit / Flat,Somerville,400.0
3,520.0,2,Apartment / Unit / Flat,South Geelong,520.0
3,725.0,2,Apartment / Unit / Flat,South Melbourne,725.0
3,871.875,8,Apartment / Unit / Flat,South Yarra,825.0
3,954.1538461538462,13,Apartment / Unit / Flat,Southbank,840.0
3,410.0,4,Apartment / Unit / Flat,Springvale,420.0
3,450.0,1,Apartment / Unit / Flat,Springvale South,450.0
3,346.1111111111111,9,Apartment / Unit / Flat,St Albans,340.0
3,420.0,1,Apartment / Unit / Flat,St Albans Park,420.0
3,1997.5,10,Apartment / Unit / Flat,St Kilda,1750.0
3,610.0,6,Apartment / Unit / Flat,St Kilda East,592.5
3,415.0,2,Apartment / Unit / Flat,Sunshine,415.0
3,355.0,2,Apartment / Unit / Flat,Sunshine North,355.0
3,450.0,1,Apartment / Unit / Flat,Sunshine West,450.0
3,610.0,4,Apartment / Unit / Flat,Surrey Hills,590.0
3,380.0,1,Apartment / Unit / Flat,Sydenham,380.0
3,450.0,1,Apartment / Unit / Flat,Templestowe,450.0
3,415.0,2,Apartment / Unit / Flat,Thomastown,415.0
3,960.5,10,Apartment / Unit / Flat,Toorak,720.0
3,380.0,1,Apartment / Unit / Flat,Truganina,380.0
3,421.25,4,Apartment / Unit / Flat,Tullamarine,415.0
3,490.0,1,Apartment / Unit / Flat,Upper Ferntree Gully,490.0
3,382.5,2,Apartment / Unit / Flat,Wallan,382.5
3,450.0,1,Apartment / Unit / Flat,Wantirna,450.0
3,340.0,1,Apartment / Unit / Flat,Werribee,340.0
3,410.0,1,Apartment / Unit / Flat,White Hills,410.0
3,480.0,1,Apartment / Unit / Flat,Williamstown,480.0
3,602.5,2,Apartment / Unit / Flat,Windsor,602.5
3,420.0,1,Apartment / Unit / Flat,Wodonga,420.0
3,465.0,1,Apartment / Unit / Flat,Woodend,465.0
3,350.0,1,Apartment / Unit / Flat,Wyndham Vale,350.0
3,340.0,1,Duplex,Bundoora,340.0
3,690.0,1,Duplex,Caulfield South,690.0
3,758.3333333333334,3,House,Abbotsford,700.0
3,450.0,1,House,Aintree,450.0
3,440.0,3,House,Airport West,420.0
3,361.25,4,House,Albanvale,360.0
3,1190.0,7,House,Albert Park,1250.0
3,368.3333333333333,6,House,Albion,365.0
3,350.0,1,House,Alexandra,350.0
3,389.1666666666667,6,House,Alfredton,397.5
3,635.0,2,House,Alphington,635.0
3,473.75,12,House,Altona,460.0
3,385.625,16,House,Altona Meadows,380.0
3,478.6842105263158,19,House,Altona North,460.0
3,560.0,2,House,Anglesea,560.0
3,350.0,5,House,Ararat,350.0
3,387.5,4,House,Ardeer,385.0
3,912.5,4,House,Armadale,925.0
3,450.0,11,House,Armstrong Creek,440.0
3,593.0,15,House,Ascot Vale,590.0
3,567.5,2,House,Ashburton,567.5
3,485.0,4,House,Ashwood,462.5
3,1000.0,1,House,Aspendale,1000.0
3,390.0,1,House,Attwood,390.0
3,414.2857142857143,7,House,Avondale Heights,405.0
3,416.0,10,House,Bacchus Marsh,410.0
3,385.0,4,House,Bairnsdale,385.0
3,395.0,2,House,Bakery Hill,395.0
3,420.0,1,House,Ballan,420.0
3,419.44444444444446,9,House,Ballarat Central,380.0
3,397.5,4,House,Ballarat East,350.0
3,290.0,1,House,Ballarat North,290.0
3,620.0,2,House,Balnarring,620.0
3,533.3333333333334,3,House,Balwyn,500.0
3,638.8888888888889,9,House,Balwyn North,590.0
3,395.0,1,House,Baringhup,395.0
3,621.25,4,House,Barwon Heads,607.5
3,427.5,4,House,Bayswater,435.0
3,480.0,1,House,Bayswater North,480.0
3,648.3333333333334,3,House,Beaumaris,625.0
3,440.0,2,House,Beechworth,440.0
3,450.0,1,House,Belgrave,450.0
3,415.0,2,House,Bell Park,415.0
3,437.5,2,House,Bell Post Hill,437.5
3,425.0,3,House,Bellfield,425.0
3,460.0,13,House,Belmont,470.0
3,469.0,10,House,Benalla,490.0
3,397.0,10,House,Bendigo,400.0
3,708.5,10,House,Bentleigh,707.5
3,630.9375,16,House,Bentleigh East,635.0
3,438.4782608695652,23,House,Berwick,440.0
3,550.0,1,House,Beveridge,550.0
3,360.0,3,House,Black Hill,350.0
3,1150.0,1,House,Black Rock,1150.0
3,509.0,5,House,Blackburn,495.0
3,490.0,5,House,Blackburn North,480.0
3,450.0,2,House,Blackburn South,450.0
3,597.5,2,House,Blairgowrie,597.5
3,420.0,1,House,Bonnie Brook,420.0
3,400.0,1,House,Bonshaw,400.0
3,430.8333333333333,6,House,Boronia,430.0
3,525.0,1,House,Botanic Ridge,525.0
3,517.5,4,House,Box Hill,490.0
3,517.5,10,House,Box Hill North,540.0
3,455.0,5,House,Box Hill South,440.0
3,344.0,5,House,Braybrook,350.0
3,495.0,1,House,Breakwater,495.0
3,1635.0,7,House,Brighton,1100.0
3,714.75,4,House,Brighton East,610.0
3,395.0,1,House,Broadford,395.0
3,363.3333333333333,6,House,Broadmeadows,360.0
3,400.5,10,House,Brookfield,370.0
3,422.5,2,House,Brooklyn,422.5
3,395.0,4,House,Brown Hill,400.0
3,655.4166666666666,12,House,Brunswick,617.5
3,690.0,4,House,Brunswick East,710.0
3,580.5,10,House,Brunswick West,577.5
3,481.25,4,House,Bulleen,487.5
3,446.625,24,House,Bundoora,440.0
3,350.0,1,House,Buninyong,350.0
3,460.0,1,House,Bunyip,460.0
3,399.0,1,House,Burnside,399.0
3,445.0,4,House,Burnside Heights,460.0
3,458.3333333333333,6,House,Burwood,472.5
3,479.0,10,House,Burwood East,485.0
3,410.0,2,House,California Gully,410.0
3,713.8888888888889,9,House,Camberwell,700.0
3,350.0,2,House,Camperdown,350.0
3,357.0,4,House,Canadian,370.0
3,799.0,5,House,Canterbury,800.0
3,1150.0,1,House,Cape Schanck,1150.0
3,400.0,1,House,Cape Woolamai,400.0
3,495.0,6,House,Capel Sound,480.0
3,450.0,1,House,Carlisle River,450.0
3,792.5,4,House,Carlton,780.0
3,802.5,8,House,Carlton North,812.5
3,675.0,2,House,Carnegie,675.0
3,436.3333333333333,15,House,Caroline Springs,440.0
3,446.25,12,House,Carrum Downs,450.0
3,392.5,2,House,Castlemaine,392.5
3,850.0,2,House,Caulfield,850.0
3,866.6666666666666,3,House,Caulfield North,900.0
3,626.25,4,House,Caulfield South,530.0
3,516.3636363636364,11,House,Chadstone,525.0
3,462.5,2,House,Charlemont,462.5
3,375.0,1,House,Charlton,375.0
3,660.0,1,House,Chelsea,660.0
3,561.25,8,House,Cheltenham,570.0
3,472.5,4,House,Chirnside Park,475.0
3,360.0,2,House,Churchill,360.0
3,455.0,2,House,Clarinda,455.0
3,454.5,12,House,Clayton,462.5
3,475.5,8,House,Clayton South,472.5
3,923.3333333333334,3,House,Clifton Hill,975.0
3,441.4285714285714,7,House,Clifton Springs,420.0
3,437.1428571428572,7,House,Clyde,430.0
3,443.0,10,House,Clyde North,440.0
3,416.0,5,House,Cobram,430.0
3,575.75,20,House,Coburg,545.0
3,489.2857142857143,7,House,Coburg North,500.0
3,385.0,6,House,Colac,375.0
3,736.0,5,House,Collingwood,730.0
3,375.0,2,House,Coolaroo,375.0
3,392.27272727272725,11,House,Corio,380.0
3,375.0,2,House,Coronet Bay,375.0
3,451.0,5,House,Cowes,460.0
3,416.5151515151515,33,House,Craigieburn,420.0
3,406.9230769230769,13,House,Cranbourne,410.0
3,435.55555555555554,9,House,Cranbourne East,440.0
3,433.5,10,House,Cranbourne North,435.0
3,450.0,1,House,Cranbourne South,450.0
3,422.8571428571428,7,House,Cranbourne West,420.0
3,320.0,1,House,Creswick,320.0
3,488.2142857142857,14,House,Croydon,480.0
3,600.0,1,House,Croydon North,600.0
3,517.5,2,House,Croydon South,517.5
3,455.0,2,House,Curlewis,455.0
3,355.0,4,House,Dallas,360.0
3,390.0,1,House,Dalyston,390.0
3,418.3333333333333,6,House,Dandenong,435.0
3,396.92333333333335,12,House,Dandenong North,420.0
3,382.5,4,House,Darley,375.0
3,450.0,1,House,Daylesford,450.0
3,432.0,5,House,Deanside,420.0
3,365.0,12,House,Deer Park,377.5
3,413.3333333333333,3,House,Delacombe,420.0
3,426.6666666666667,3,House,Delahey,430.0
3,436.6666666666667,3,House,Derrimut,450.0
3,490.0,5,House,Diamond Creek,470.0
3,390.0,4,House,Diggers Rest,390.0
3,240.0,1,House,Dimboola,240.0
3,525.0,2,House,Dingley Village,525.0
3,472.8571428571428,7,House,Doncaster,480.0
3,553.0,5,House,Doncaster East,480.0
3,440.0,3,House,Donnybrook,420.0
3,527.5,4,House,Donvale,510.0
3,432.5,4,House,Doreen,430.0
3,371.4285714285714,7,House,Doveton,350.0
3,703.3333333333334,3,House,Dromana,650.0
3,453.8888888888889,9,House,Drouin,460.0
3,370.0,2,House,Dumbalk,370.0
3,375.0,2,House,Eaglehawk,375.0
3,632.5,4,House,Eaglemont,625.0
3,400.0,1,House,East Bairnsdale,400.0
3,412.5,4,House,East Bendigo,410.0
3,480.0,4,House,East Geelong,455.0
3,790.0,1,House,East Melbourne,790.0
3,1928.5,2,House,Echuca,1928.5
3,500.0,1,House,Edi,500.0
3,450.0,1,House,Edithvale,450.0
3,695.0,1,House,Elliminyt,695.0
3,850.0,1,House,Elsternwick,850.0
3,550.0,1,House,Eltham,550.0
3,450.0,1,House,Eltham North,450.0
3,1100.0,1,House,Elwood,1100.0
3,475.0,7,House,Endeavour Hills,460.0
3,398.9130434782609,23,House,Epping,400.0
3,551.0769230769231,13,House,Essendon,530.0
3,497.5,2,House,Essendon North,497.5
3,700.0,1,House,Essendon West,700.0
3,380.0,2,House,Eumemmerring,380.0
3,405.0,2,House,Eureka,405.0
3,590.0,1,House,Exford,590.0
3,713.75,4,House,Fairfield,677.5
3,408.125,16,House,Fawkner,397.5
3,480.3571428571428,14,House,Ferntree Gully,470.0
3,800.0,1,House,Fingal,800.0
3,869.2857142857143,7,House,Fitzroy,850.0
3,940.0,7,House,Fitzroy North,800.0
3,602.2222222222222,9,House,Flemington,580.0
3,398.75,4,House,Flora Hill,395.0
3,600.0,1,House,Flowerdale,600.0
3,526.0,15,House,Footscray,510.0
3,491.1111111111111,9,House,Forest Hill,495.0
3,400.0,1,House,Foster,400.0
3,463.6666666666667,15,House,Frankston,470.0
3,384.44444444444446,9,House,Frankston North,385.0
3,497.5,4,House,Frankston South,485.0
3,428.0,5,House,Fraser Rise,430.0
3,480.0,1,House,Fyansford,480.0
