Suburb,Local Government Area,Year ending,Alleged Offender Incident Rate,Alleged Offender Incidents,Criminial Incident Rate,Family Incident Count,Family Incident Rate,Incidents Recorded,Offence Count,Offence Rate,Victim Reports,Victimisation Rate
Upper Gundowring,ALPINE,March,"1,512.60",188,"2,405.70",,,299,526,"4,232.00",133,"1,070.10"
Wandiligong,ALPINE,March,"1,512.60",188,"2,405.70",,,299,526,"4,232.00",133,"1,070.10"
Wonnangatta,ALPINE,March,"1,512.60",188,"2,405.70",,,299,526,"4,232.00",133,"1,070.10"
Abbotsford,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Alphington,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Burnley,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Carlton North,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Clifton Hill,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Collingwood,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Cremorne,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Fairfield,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Fitzroy,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Fitzroy North,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Princes Hill,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Richmond,YARRA,March,"3,971.20","3,571","10,782.60",,,"9,696","12,836","14,274.40","5,778","6,425.50"
Aberfeldie,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Airport West,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Ascot Vale,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Avondale Heights,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Essendon,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Essendon Fields,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Essendon North,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Essendon West,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Keilor East,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Moonee Ponds,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Niddrie,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Strathmore,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Strathmore Heights,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Travancore,MOONEE VALLEY,March,"1,823.20","2,192","5,396.30",,,"6,488","8,881","7,386.60","4,343","3,612.20"
Aberfeldy,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Ada,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Allambee,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Allambee Reserve,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Amor,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Athlone,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Baw Baw,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Bona Vista,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Boola,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Brandy Creek,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Bravington,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Buln Buln,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Buln Buln East,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Caringal,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Childers,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Cloverlea,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Coalville,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Coopers Creek,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Crossover,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Darnum,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Drouin,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Drouin East,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Drouin South,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Drouin West,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Ellinbank,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Erica,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Ferndale,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Fumina,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Fumina South,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Gainsborough,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Gentle Annie,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Hallora,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Hill End,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Icy Creek,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Jacob Creek,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Jericho,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Jindivick,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Labertouche,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Lardner,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Lillico,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Loch Valley,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Longwarry,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Longwarry North,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Modella,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Moondarra,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Mountain View,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Narracan,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Nayook,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Neerim,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Neerim East,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Neerim Junction,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Neerim North,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Neerim South,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Nilma,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Nilma North,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Noojee,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Piedmont,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Rawson,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Ripplebrook,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Rokeby,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Seaview,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Shady Creek,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Tanjil,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Tanjil Bren,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Tanjil South,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Tetoora Road,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Thalloo,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Thorpdale,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Thorpdale South,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Toombon,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Toongabbie,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Toorongo,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Torwood,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Trafalgar,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Trafalgar East,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Trafalgar South,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Vesper,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Walhalla,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Warragul,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Warragul South,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Warragul West,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Westbury,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Willow Grove,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Yarragon,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Yarragon South,BAW BAW,March,"2,596.30","1,242","4,801.70",,,"2,297","3,510","7,337.40","1,284","2,684.10"
Acheron,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Alexandra,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Buxton,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Castella,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Cathkin,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Caveat,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Devils River,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Dropmore,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Eildon,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Fawcett,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Flowerdale,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Ghin Ghin,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Glenburn,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Gobur,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Highlands,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Homewood,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Kanumbra,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Kerrisdale,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Killingworth,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Kinglake,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Kinglake Central,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Kinglake West,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Koriella,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Limestone,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Maintongoon,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Marysville,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Molesworth,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Murrindindi,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Narbethong,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Pheasant Creek,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Rubicon,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Strath Creek,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Taggerty,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Taylor Bay,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Terip Terip,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Thornton,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Toolangi,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Whanregarwen,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Yarck,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Yea,MURRINDINDI,March,"1,971.40",273,"3,451.80",,,478,614,"4,433.90",271,"1,957.00"
Adams Estate,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Almurta,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Anderson,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Archies Creek,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Bass,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Cape Paterson,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Cape Woolamai,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Churchill Island,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Corinella,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Coronet Bay,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Cowes,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Dalyston,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Glen Alvie,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Glen Forbes,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Grantville,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Harmers Haven,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Inverloch,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Jam Jerrup,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Kernot,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Kilcunda,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Krowera,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Lance Creek,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Newhaven,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
North Wonthaggi,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Pioneer Bay,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Queensferry,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Rhyll,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Ryanston,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
San Remo,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Silverleaves,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Smiths Beach,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
South Dudley,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
St Clair,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Summerlands,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Sunderland Bay,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Sunset Strip,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Surf Beach,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Tenby Point,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
The Gurdies,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Ventnor,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Wattle Bank,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
West Creek,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Wimbledon Heights,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
Wonthaggi,BASS COAST,March,"3,686.80","1,201","5,823.30",,,"1,897","2,610","8,012.00","1,147","3,521.00"
