Suburb,Local Government Area,Year ending,Alleged Offender Incident Rate,Alleged Offender Incidents,Criminial Incident Rate,Family Incident Count,Family Incident Rate,Incidents Recorded,Offence Count,Offence Rate,Victim Reports,Victimisation Rate
Carlton North,YARRA,March,"3,965.50","3,459","11,224.60",,,"9,791","11,889","13,629.80","5,751","6,593.10"
Clifton Hill,YARRA,March,"3,965.50","3,459","11,224.60",,,"9,791","11,889","13,629.80","5,751","6,593.10"
Collingwood,YARRA,March,"3,965.50","3,459","11,224.60",,,"9,791","11,889","13,629.80","5,751","6,593.10"
Cremorne,YARRA,March,"3,965.50","3,459","11,224.60",,,"9,791","11,889","13,629.80","5,751","6,593.10"
Fairfield,YARRA,March,"3,965.50","3,459","11,224.60",,,"9,791","11,889","13,629.80","5,751","6,593.10"
Fitzroy,YARRA,March,"3,965.50","3,459","11,224.60",,,"9,791","11,889","13,629.80","5,751","6,593.10"
Fitzroy North,YARRA,March,"3,965.50","3,459","11,224.60",,,"9,791","11,889","13,629.80","5,751","6,593.10"
Princes Hill,YARRA,March,"3,965.50","3,459","11,224.60",,,"9,791","11,889","13,629.80","5,751","6,593.10"
Richmond,YARRA,March,"3,965.50","3,459","11,224.60",,,"9,791","11,889","13,629.80","5,751","6,593.10"
Aberfeldie,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Airport West,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Ascot Vale,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Avondale Heights,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Essendon,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Essendon Fields,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Essendon North,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Essendon West,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Keilor East,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Moonee Ponds,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Niddrie,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Strathmore,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Strathmore Heights,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Travancore,MOONEE VALLEY,March,"1,847.80","2,176","5,410.00",,,"6,371","7,947","6,748.30","3,994","3,391.60"
Aberfeldy,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Ada,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Allambee,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Allambee Reserve,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Amor,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Athlone,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Baw Baw,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Bona Vista,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Boola,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Brandy Creek,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Bravington,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Buln Buln,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Buln Buln East,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Caringal,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Childers,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Cloverlea,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Coalville,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Coopers Creek,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Crossover,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Darnum,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Drouin,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Drouin East,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Drouin South,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Drouin West,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Ellinbank,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Erica,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Ferndale,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Fumina,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Fumina South,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Gainsborough,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Gentle Annie,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Hallora,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Hill End,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Icy Creek,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Jacob Creek,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Jericho,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Jindivick,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Labertouche,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Lardner,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Lillico,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Loch Valley,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Longwarry,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Longwarry North,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Modella,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Moondarra,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Mountain View,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Narracan,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Nayook,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Neerim,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Neerim East,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Neerim Junction,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Neerim North,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Neerim South,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Nilma,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Nilma North,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Noojee,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Piedmont,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Rawson,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Ripplebrook,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Rokeby,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Seaview,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Shady Creek,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Tanjil,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Tanjil Bren,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Tanjil South,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Tetoora Road,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Thalloo,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Thorpdale,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Thorpdale South,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Toombon,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Toongabbie,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Toorongo,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Torwood,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Trafalgar,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Trafalgar East,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Trafalgar South,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Vesper,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Walhalla,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Warragul,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Warragul South,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Warragul West,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Westbury,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Willow Grove,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Yarragon,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Yarragon South,BAW BAW,March,"2,579.10","1,203","4,825.90",,,"2,251","3,614","7,748.00","1,312","2,812.80"
Acheron,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Alexandra,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Buxton,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Castella,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Cathkin,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Caveat,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Devils River,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Dropmore,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Eildon,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Fawcett,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Flowerdale,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Ghin Ghin,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Glenburn,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Gobur,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Highlands,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Homewood,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Kanumbra,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Kerrisdale,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Killingworth,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Kinglake,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Kinglake Central,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Kinglake West,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Koriella,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Limestone,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Maintongoon,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Marysville,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Molesworth,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Murrindindi,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Narbethong,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Pheasant Creek,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Rubicon,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Strath Creek,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Taggerty,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Taylor Bay,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Terip Terip,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Thornton,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Toolangi,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Whanregarwen,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Yarck,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Yea,MURRINDINDI,March,"2,140.70",293,"4,128.00",,,565,737,"5,384.70",350,"2,557.20"
Adams Estate,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Almurta,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Anderson,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Archies Creek,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Bass,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Cape Paterson,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Cape Woolamai,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Churchill Island,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Corinella,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Coronet Bay,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Cowes,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Dalyston,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Glen Alvie,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Glen Forbes,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Grantville,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Harmers Haven,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Inverloch,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Jam Jerrup,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Kernot,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Kilcunda,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Krowera,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Lance Creek,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Newhaven,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
North Wonthaggi,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Pioneer Bay,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Queensferry,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Rhyll,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Ryanston,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
San Remo,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Silverleaves,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Smiths Beach,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
South Dudley,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
St Clair,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Summerlands,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Sunderland Bay,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Sunset Strip,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Surf Beach,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Tenby Point,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
The Gurdies,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Ventnor,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Wattle Bank,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
West Creek,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Wimbledon Heights,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
Wonthaggi,BASS COAST,March,"3,618.80","1,155","6,513.80",,,"2,079","2,639","8,268.30","1,289","4,038.60"
