Suburb,Local Government Area,Year ending,Alleged Offender Incident Rate,Alleged Offender Incidents,Criminial Incident Rate,Family Incident Count,Family Incident Rate,Incidents Recorded,Offence Count,Offence Rate,Victim Reports,Victimisation Rate
Alphington,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Burnley,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Carlton North,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Clifton Hill,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Collingwood,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Cremorne,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Fairfield,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Fitzroy,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Fitzroy North,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Princes Hill,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Richmond,YARRA,March,"3,154.00","3,251","11,087.00","1,127","1,093.40","11,428","14,028","13,609.40","7,226","7,010.40"
Aberfeldie,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Airport West,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Ascot Vale,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Avondale Heights,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Essendon,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Essendon Fields,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Essendon North,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Essendon West,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Keilor East,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Moonee Ponds,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Niddrie,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Strathmore,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Strathmore Heights,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Travancore,MOONEE VALLEY,March,"1,737.30","2,288","5,101.70","1,153",875.5,"6,719","8,699","6,605.10","4,079","3,097.10"
Aberfeldy,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Ada,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Allambee,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Allambee Reserve,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Amor,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Athlone,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Baw Baw,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Bona Vista,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Boola,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Brandy Creek,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Bravington,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Buln Buln,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Buln Buln East,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Caringal,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Childers,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Cloverlea,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Coalville,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Coopers Creek,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Crossover,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Darnum,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Drouin,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Drouin East,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Drouin South,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Drouin West,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Ellinbank,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Erica,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Ferndale,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Fumina,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Fumina South,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Gainsborough,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Gentle Annie,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Hallora,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Hill End,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Icy Creek,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Jacob Creek,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Jericho,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Jindivick,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Labertouche,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Lardner,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Lillico,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Loch Valley,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Longwarry,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Longwarry North,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Modella,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Moondarra,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Mountain View,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Narracan,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Nayook,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Neerim,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Neerim East,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Neerim Junction,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Neerim North,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Neerim South,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Nilma,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Nilma North,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Noojee,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Piedmont,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Rawson,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Ripplebrook,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Rokeby,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Seaview,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Shady Creek,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Tanjil,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Tanjil Bren,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Tanjil South,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Tetoora Road,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Thalloo,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Thorpdale,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Thorpdale South,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Toombon,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Toongabbie,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Toorongo,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Torwood,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Trafalgar,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Trafalgar East,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Trafalgar South,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Vesper,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Walhalla,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Warragul,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Warragul South,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Warragul West,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Westbury,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Willow Grove,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Yarragon,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Yarragon South,BAW BAW,March,"2,890.70","1,586","6,537.70",747,"1,361.50","3,587","4,834","8,810.60","1,952","3,557.80"
Acheron,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Alexandra,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Buxton,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Castella,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Cathkin,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Caveat,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Devils River,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Dropmore,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Eildon,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Fawcett,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Flowerdale,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Ghin Ghin,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Glenburn,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Gobur,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Highlands,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Homewood,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Kanumbra,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Kerrisdale,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Killingworth,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Kinglake,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Kinglake Central,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Kinglake West,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Koriella,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Limestone,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Maintongoon,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Marysville,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Molesworth,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Murrindindi,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Narbethong,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Pheasant Creek,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Rubicon,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Strath Creek,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Taggerty,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Taylor Bay,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Terip Terip,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Thornton,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Toolangi,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Whanregarwen,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Yarck,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Yea,MURRINDINDI,March,"1,562.20",229,"4,079.40",190,"1,296.10",598,779,"5,314.10",387,"2,640.00"
Adams Estate,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Almurta,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Anderson,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Archies Creek,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Bass,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Cape Paterson,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Cape Woolamai,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Churchill Island,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Corinella,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Coronet Bay,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Cowes,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Dalyston,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Glen Alvie,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Glen Forbes,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Grantville,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Harmers Haven,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Inverloch,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Jam Jerrup,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Kernot,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Kilcunda,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Krowera,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Lance Creek,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
Newhaven,BASS COAST,March,"2,136.80",800,"4,770.40",690,"1,843.00","1,786","2,468","6,592.10","1,061","2,833.90"
