Suburb,Local Government Area,Year ending,Alleged Offender Incident Rate,Alleged Offender Incidents,Criminial Incident Rate,Family Incident Count,Family Incident Rate,Incidents Recorded,Offence Count,Offence Rate,Victim Reports,Victimisation Rate
Myrtleford,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Nug Nug,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Ovens,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Porepunkah,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Rosewhite,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Running Creek,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Selwyn,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Smoko,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Tawonga,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Tawonga South,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Upper Gundowring,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Wandiligong,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Wonnangatta,ALPINE,March,"1,186.90",150,"2,215.50",,,280,396,"3,133.40",151,"1,194.80"
Abbotsford,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Alphington,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Burnley,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Carlton North,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Clifton Hill,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Collingwood,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Cremorne,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Fairfield,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Fitzroy,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Fitzroy North,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Princes Hill,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Richmond,YARRA,March,"3,545.00","3,403","11,782.00",,,"11,310","13,759","14,333.20","6,948","7,238.00"
Aberfeldie,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Airport West,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Ascot Vale,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Avondale Heights,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Essendon,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Essendon Fields,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Essendon North,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Essendon West,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Keilor East,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Moonee Ponds,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Niddrie,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Strathmore,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Strathmore Heights,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Travancore,MOONEE VALLEY,March,"2,054.80","2,577","6,186.90",,,"7,759","9,772","7,792.00","4,948","3,945.40"
Aberfeldy,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Ada,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Allambee,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Allambee Reserve,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Amor,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Athlone,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Baw Baw,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Bona Vista,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Boola,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Brandy Creek,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Bravington,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Buln Buln,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Buln Buln East,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Caringal,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Childers,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Cloverlea,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Coalville,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Coopers Creek,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Crossover,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Darnum,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Drouin,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Drouin East,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Drouin South,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Drouin West,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Ellinbank,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Erica,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Ferndale,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Fumina,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Fumina South,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Gainsborough,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Gentle Annie,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Hallora,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Hill End,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Icy Creek,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Jacob Creek,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Jericho,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Jindivick,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Labertouche,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Lardner,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Lillico,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Loch Valley,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Longwarry,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Longwarry North,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Modella,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Moondarra,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Mountain View,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Narracan,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Nayook,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Neerim,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Neerim East,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Neerim Junction,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Neerim North,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Neerim South,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Nilma,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Nilma North,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Noojee,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Piedmont,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Rawson,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Ripplebrook,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Rokeby,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Seaview,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Shady Creek,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Tanjil,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Tanjil Bren,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Tanjil South,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Tetoora Road,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Thalloo,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Thorpdale,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Thorpdale South,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Toombon,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Toongabbie,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Toorongo,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Torwood,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Trafalgar,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Trafalgar East,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Trafalgar South,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Vesper,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Walhalla,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Warragul,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Warragul South,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Warragul West,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Westbury,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Willow Grove,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Yarragon,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Yarragon South,BAW BAW,March,"2,851.40","1,445","5,710.80",,,"2,894","4,019","7,930.80","1,480","2,920.50"
Acheron,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Alexandra,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Buxton,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Castella,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Cathkin,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Caveat,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Devils River,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Dropmore,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Eildon,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Fawcett,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Flowerdale,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Ghin Ghin,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Glenburn,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Gobur,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Highlands,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Homewood,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Kanumbra,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Kerrisdale,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Killingworth,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Kinglake,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Kinglake Central,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Kinglake West,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Koriella,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Limestone,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Maintongoon,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Marysville,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Molesworth,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Murrindindi,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Narbethong,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Pheasant Creek,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Rubicon,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Strath Creek,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Taggerty,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Taylor Bay,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Terip Terip,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Thornton,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Toolangi,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Whanregarwen,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Yarck,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Yea,MURRINDINDI,March,"1,622.90",231,"3,681.30",,,524,688,"4,833.50",319,"2,241.10"
Adams Estate,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Almurta,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Anderson,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Archies Creek,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Bass,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Cape Paterson,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Cape Woolamai,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Churchill Island,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Corinella,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Coronet Bay,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Cowes,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Dalyston,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Glen Alvie,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Glen Forbes,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Grantville,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Harmers Haven,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Inverloch,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Jam Jerrup,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Kernot,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Kilcunda,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Krowera,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Lance Creek,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Newhaven,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
North Wonthaggi,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Pioneer Bay,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Queensferry,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Rhyll,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Ryanston,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
San Remo,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Silverleaves,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Smiths Beach,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
South Dudley,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
St Clair,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Summerlands,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Sunderland Bay,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Sunset Strip,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Surf Beach,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Tenby Point,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
The Gurdies,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Ventnor,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Wattle Bank,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
West Creek,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Wimbledon Heights,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
Wonthaggi,BASS COAST,March,"2,847.10",979,"5,775.60",,,"1,986","2,613","7,599.00","1,189","3,457.80"
